company_code,invoice_date,sales_order_id,customer_id,amount
US001,2021-03-22,162,KRA989,3080.0000
US001,2021-03-13,163,SJD699,38390.0000
US001,2021-03-01,165,SXK890,5280.0000
US001,2021-03-26,166,SKI258,41250.0000
US001,2021-03-22,167,NMD653,2200.0000
US001,2021-03-11,168,EFT937,29260.0000
US001,2021-03-18,172,KEV690,16500.0000
US001,2021-03-26,174,FBT875,28050.0000
US001,2021-03-20,175,ZOQ065,51150.0000
US001,2021-03-03,176,SPT920,550.0000
US001,2021-03-26,179,PII511,30580.0000
US001,2021-03-07,181,YQI225,4950.0000
US001,2021-03-07,182,PZC528,32780.0000
US001,2021-03-06,185,GRO836,46640.0000
US001,2021-03-30,190,URE401,22000.0000
US001,2021-03-01,191,VWP967,4400.0000
US001,2021-03-08,192,TZT525,49060.0000
US001,2021-03-04,193,YSM061,50490.0000
US001,2021-03-18,196,JFM756,16610.0000
US001,2021-03-29,197,KQK612,8910.0000
US001,2021-03-09,200,EOH067,1760.0000
US001,2021-03-03,201,LUD395,3410.0000
US001,2021-03-01,202,QNK180,27720.0000
US001,2021-03-21,203,EDG933,11110.0000
US001,2021-03-21,206,UGS758,10560.0000
US001,2021-03-10,207,WMA155,28270.0000
US001,2021-03-16,210,TYK733,37950.0000
US001,2021-03-16,211,ZAS179,35420.0000
US001,2021-03-01,212,ZZQ231,1100.0000
US001,2021-03-06,214,IMR473,14080.0000
US001,2021-03-20,216,XJJ090,27720.0000
US001,2021-03-27,219,NPH897,21450.0000
US001,2021-03-16,221,BKC024,18260.0000
US001,2021-03-03,222,STV406,10560.0000
US001,2021-03-28,223,RIV862,34870.0000
US001,2021-03-19,226,JMG471,24420.0000
US001,2021-03-09,231,RRN846,32340.0000
US001,2021-03-02,236,JQE843,18480.0000
US001,2021-03-22,241,CHI079,35970.0000
US001,2021-03-08,246,NFN090,45870.0000
US001,2021-03-11,248,AFS624,33330.0000
US001,2021-03-12,249,UEA529,3630.0000
US001,2021-03-25,253,JFC106,15290.0000
US001,2021-03-10,256,MAK214,20350.0000
US001,2021-03-12,257,TWF902,18370.0000
US001,2021-03-30,258,IQP340,45320.0000
US001,2021-03-19,259,FNW722,37950.0000
US001,2021-03-02,260,DLL405,15840.0000
US001,2021-03-13,261,KAV417,1210.0000
US001,2021-03-06,264,HIO521,21340.0000
US001,2021-03-18,267,GRU945,20460.0000
US001,2021-03-27,268,EKH383,29700.0000
US001,2021-03-04,270,BTA945,30140.0000
US001,2021-03-14,271,NVR898,27720.0000
US001,2021-03-08,274,DEI431,18370.0000
US001,2021-03-23,277,WTW748,2640.0000
US001,2021-03-03,278,OIL957,28380.0000
US001,2021-03-17,279,ZOB454,11550.0000
US001,2021-03-07,281,TOM999,9900.0000
US001,2021-03-12,282,VAL781,19360.0000
US001,2021-03-08,284,LVW989,23760.0000
US001,2021-03-05,292,MUA704,880.0000
US001,2021-03-25,293,IHR253,21120.0000
US001,2021-03-26,295,XRZ905,51370.0000
US001,2021-03-29,298,SKH804,23100.0000
US001,2021-03-25,299,QGQ664,15180.0000
US001,2021-03-16,301,JFO814,14190.0000
US001,2021-03-22,302,TAM321,14190.0000
US001,2021-03-04,304,SYW405,21890.0000
US001,2021-03-14,305,XGL055,19800.0000
US001,2021-03-10,307,WSK497,550.0000
US001,2021-03-22,308,LIA569,14850.0000
US001,2021-03-16,310,UPR109,9680.0000
US001,2021-03-17,311,CGT630,15400.0000
US001,2021-03-19,314,OJC553,30690.0000
US001,2021-03-03,316,AFR497,44880.0000
US001,2021-03-13,318,OKF076,8580.0000
US001,2021-03-25,321,ONE726,23100.0000
US001,2021-03-20,322,BFN135,9020.0000
US001,2021-03-18,323,GQD766,28490.0000
US001,2021-03-14,324,MTX415,13200.0000
US001,2021-03-13,326,XMP348,28820.0000
US001,2021-03-06,327,IMK310,26400.0000
US001,2021-03-19,331,LIG629,32120.0000
US001,2021-03-08,333,ANC816,9240.0000
US001,2021-03-09,336,KEL924,1760.0000
US001,2021-03-02,338,XWO230,35970.0000
US001,2021-03-05,339,PKU534,26400.0000
US001,2021-03-10,341,PYJ767,23760.0000
US001,2021-03-07,342,QDM489,31350.0000
US001,2021-03-09,344,FSF322,12100.0000
US001,2021-03-20,345,DXH964,22770.0000
US001,2021-03-05,346,MQV985,55110.0000
US001,2021-03-27,352,YJE002,19800.0000
US001,2021-03-24,353,NZO356,3740.0000
US001,2021-03-29,354,FJK553,35090.0000
US001,2021-03-09,355,UGS758,13200.0000
US001,2021-03-02,356,HGD480,25740.0000
US001,2021-03-10,358,FJL861,21780.0000
US001,2021-03-04,360,QNB363,26400.0000
US001,2021-03-24,361,DNQ237,3300.0000
US001,2021-03-01,362,BWD764,53790.0000
US001,2021-03-15,365,JNQ156,1540.0000
US001,2021-03-04,366,WFE403,31020.0000
US001,2021-03-13,371,VIW658,42900.0000
US001,2021-03-05,372,LZW303,37290.0000
US001,2021-03-11,377,BWT548,11880.0000
US001,2021-03-26,379,DCT316,550.0000
US001,2021-03-17,382,ESJ518,2200.0000
US001,2021-03-14,383,YRS845,50820.0000
US001,2021-03-11,386,MWE250,1760.0000
US001,2021-03-02,387,QDT773,30580.0000
US001,2021-03-14,388,HWN144,13860.0000
US001,2021-03-02,389,BDH909,23870.0000
US001,2021-03-03,394,MJH385,3960.0000
US001,2021-03-07,395,UQE502,15400.0000
US001,2021-03-26,398,RZY044,34540.0000
US001,2021-03-25,400,UAG945,34650.0000
US001,2021-03-18,402,BTE011,440.0000
US001,2021-03-02,407,GSP542,1430.0000
US001,2021-03-13,409,QWK798,40810.0000
US001,2021-03-07,411,FLM613,7590.0000
US001,2021-03-26,412,EPQ027,1870.0000
US001,2021-03-29,413,UCU163,13420.0000
US001,2021-03-01,416,NVE900,24750.0000
US001,2021-03-16,419,BQQ107,19580.0000
US001,2021-03-16,420,YCA614,46640.0000
US001,2021-03-18,424,IRK837,44110.0000
US001,2021-03-15,425,XWO230,51920.0000
US001,2021-03-15,428,RVR350,10890.0000
US001,2021-03-29,431,FYR952,2640.0000
US001,2021-03-02,432,POE386,4290.0000
US001,2021-03-18,433,KYJ216,38280.0000
US001,2021-03-10,434,TEW668,440.0000
US001,2021-03-25,435,GWL383,20350.0000
US001,2021-03-20,438,OXD102,46200.0000
US001,2021-03-04,442,ZWG848,15840.0000
US001,2021-03-17,443,DXS670,20790.0000
US001,2021-03-30,444,AZO072,27280.0000
US001,2021-03-01,447,CQP877,1320.0000
US001,2021-03-28,448,JOQ943,660.0000
US001,2021-03-12,451,GQD766,27720.0000
US001,2021-03-18,452,TWM361,44220.0000
US001,2021-03-28,456,CQZ629,20900.0000
US001,2021-03-08,457,WIR309,4950.0000
US001,2021-03-26,458,XYZ248,21890.0000
US001,2021-03-07,459,CQI033,28930.0000
US001,2021-03-13,462,QIX563,34980.0000
US001,2021-03-11,463,BDH909,24640.0000
US001,2021-03-11,464,RCB683,440.0000
US001,2021-03-26,466,TLJ798,8360.0000
US001,2021-03-27,467,IQP340,31790.0000
US001,2021-03-07,469,MYJ296,29810.0000
US001,2021-03-13,470,NZK127,550.0000
US001,2021-03-16,472,DUL989,15400.0000
US001,2021-03-10,475,XTW446,35640.0000
US001,2021-03-06,480,TFA721,33000.0000
US001,2021-03-02,485,DJW612,2970.0000
US001,2021-03-01,486,QFC203,17160.0000
US001,2021-03-19,491,ZSJ720,25740.0000
US001,2021-03-12,495,LXF428,28600.0000
US001,2021-03-07,496,HLS218,49610.0000
US001,2021-03-16,499,ADL863,57310.0000
US001,2021-03-26,500,ZKI353,1980.0000
US001,2021-03-02,502,QIT676,33440.0000
US001,2021-03-20,504,FVL666,11550.0000
US001,2021-03-11,508,DMN204,19690.0000
US001,2021-03-11,511,UHY559,2310.0000
US001,2021-03-03,514,RLZ314,53790.0000
US001,2021-03-01,520,CEO011,17160.0000
US001,2021-03-03,521,EDL633,9240.0000
US001,2021-03-06,524,KRS464,30030.0000
US001,2021-03-16,525,RUO753,13200.0000
US001,2021-03-03,527,HMV116,24310.0000
US001,2021-03-07,529,ZEC014,7920.0000
US001,2021-03-21,530,EUF794,26730.0000
US001,2021-03-11,531,HGH771,18370.0000
US001,2021-03-28,532,DIP924,9020.0000
US001,2021-03-08,534,BYD188,17160.0000
US001,2021-03-17,539,LTY014,6160.0000
US001,2021-03-18,540,CBF484,9240.0000
US001,2021-03-15,541,BYL909,33990.0000
US001,2021-03-22,544,LYN105,28600.0000
US001,2021-03-01,546,CGL856,20130.0000
US001,2021-03-17,547,LYF856,64570.0000
US001,2021-03-18,549,BLY488,24310.0000
US001,2021-03-21,551,OZF789,19800.0000
US001,2021-03-09,554,UGT101,40700.0000
US001,2021-03-17,559,SQC957,1540.0000
US001,2021-03-06,563,YFU210,37290.0000
US001,2021-03-03,565,BEX999,26950.0000
US001,2021-03-16,567,BYK745,31240.0000
US001,2021-03-29,574,DHC412,39710.0000
US001,2021-03-27,581,ZOU129,33000.0000
US001,2021-03-12,582,LTN795,27060.0000
US001,2021-03-06,583,THZ436,26400.0000
US001,2021-03-04,585,QUB076,25080.0000
US001,2021-03-08,586,IOT244,46200.0000
US001,2021-03-20,587,SBL413,33220.0000
US001,2021-03-06,588,WSR089,1870.0000
US001,2021-03-05,589,MPI108,440.0000
US001,2021-03-12,590,VTQ871,36740.0000
US001,2021-03-05,593,JZT080,54450.0000
US001,2021-03-25,596,ZBY305,24530.0000
US001,2021-03-23,598,CWA880,9900.0000
US001,2021-03-01,600,QZU731,11220.0000
US001,2021-03-18,603,QKY227,3960.0000
US001,2021-03-25,604,JIU569,28050.0000
US001,2021-03-11,605,IEC277,4950.0000
US001,2021-03-18,607,DKL309,2640.0000
US001,2021-03-25,609,OIR930,19580.0000
US001,2021-03-15,610,THB698,19800.0000
US001,2021-03-07,612,DOK350,26400.0000
US001,2021-03-03,613,RQF098,39820.0000
US001,2021-03-01,614,QKY941,44550.0000
US001,2021-03-10,615,ILM532,14080.0000
US001,2021-03-14,616,KEP698,18920.0000
US001,2021-03-09,617,FAB237,45980.0000
US001,2021-03-07,618,RVA506,32120.0000
US001,2021-03-27,619,ZXA434,39270.0000
US001,2021-03-14,620,YGC266,55110.0000
US001,2021-03-11,621,IQV634,12540.0000
US001,2021-03-06,626,SYW405,16500.0000
US001,2021-03-24,627,EJT842,36080.0000
US001,2021-03-16,631,LDM036,22330.0000
US001,2021-03-24,636,KLF823,8250.0000
US001,2021-03-28,638,XVT337,11660.0000
US001,2021-03-14,640,MFD644,35640.0000
US001,2021-03-13,642,CDY271,25410.0000
US001,2021-03-07,643,TZF985,14850.0000
US001,2021-03-24,647,QVV532,29590.0000
US001,2021-03-11,649,AEM802,220.0000
US001,2021-03-23,651,PLT684,31020.0000
US001,2021-03-08,652,VWQ021,9900.0000
US001,2021-03-28,653,AXA838,12320.0000
US001,2021-03-10,654,TSU795,26400.0000
US001,2021-03-30,658,YUN077,21560.0000
US001,2021-03-16,662,POE386,990.0000
US001,2021-03-27,665,TMP126,28710.0000
US001,2021-03-16,666,TEF260,34650.0000
US001,2021-03-16,667,DLW391,19910.0000
US001,2021-03-01,671,BUH453,14850.0000
US001,2021-03-10,672,JVX512,33000.0000
US001,2021-03-01,673,TXP719,32010.0000
US001,2021-03-26,678,BCQ866,16720.0000
US001,2021-03-04,679,KEP698,9240.0000
US001,2021-03-24,681,YHQ120,14850.0000
US001,2021-03-14,682,WWA873,2750.0000
US001,2021-03-19,683,ZAK311,22330.0000
US001,2021-03-08,686,BCQ866,34650.0000
US001,2021-03-25,687,TPC435,46420.0000
US001,2021-03-30,690,EEH666,13530.0000
US001,2021-03-05,692,FAS120,39600.0000
US001,2021-03-28,693,PYQ925,18480.0000
US001,2021-03-23,700,UJP793,21670.0000
US001,2021-03-06,701,WSK497,10450.0000
US001,2021-03-09,706,FQO662,38940.0000
US001,2021-03-23,707,MCR334,41250.0000
US001,2021-03-14,708,ZQZ022,11440.0000
US001,2021-03-29,709,ERP335,33000.0000
US001,2021-03-28,711,FEW067,7920.0000
US001,2021-03-23,713,LTH158,39270.0000
US001,2021-03-01,715,WAD581,47850.0000
US001,2021-03-27,716,KTF782,31790.0000
US001,2021-03-19,718,XQJ594,10560.0000
US001,2021-03-29,720,RAI415,26070.0000
US001,2021-03-22,721,CYH292,5170.0000
US001,2021-03-07,722,KFF608,11550.0000
US001,2021-03-26,726,SXP624,26730.0000
US001,2021-03-02,727,ADA268,990.0000
US001,2021-03-14,731,OTB102,4950.0000
US001,2021-03-21,733,DBC925,49830.0000
US001,2021-03-16,734,CFK112,23100.0000
US001,2021-03-26,735,WTU763,23210.0000
US001,2021-03-07,737,BJS181,220.0000
US001,2021-03-18,738,ULO859,18700.0000
US001,2021-03-23,739,VCD530,11550.0000
US001,2021-03-10,740,KMI503,21120.0000
US001,2021-03-06,741,DSA797,17270.0000
US001,2021-03-28,742,ZSW566,23760.0000
US001,2021-03-21,743,LFO006,10560.0000
US001,2021-03-14,744,GWK133,7260.0000
US001,2021-03-01,745,TEL762,330.0000
US001,2021-03-16,747,AZU617,38280.0000
US001,2021-03-20,750,POE386,26840.0000
US001,2021-03-14,752,RFR707,27390.0000
US001,2021-03-29,754,NBM034,1320.0000
US001,2021-03-13,755,VLH254,44550.0000
US001,2021-03-06,760,PKU150,43560.0000
US001,2021-03-29,762,KEP698,4620.0000
US001,2021-03-05,763,ZAX489,6930.0000
US001,2021-03-15,764,DIK635,21450.0000
US001,2021-03-21,767,NEF635,31350.0000
US001,2021-03-13,769,UAZ248,18590.0000
US001,2021-03-13,770,SAS993,29700.0000
US001,2021-03-24,771,UDK939,21890.0000
US001,2021-03-21,772,EJC130,45210.0000
US001,2021-03-26,776,XXI483,5720.0000
US001,2021-03-06,777,IRY933,13420.0000
US001,2021-03-11,781,BCU417,50270.0000
US001,2021-03-28,785,CXK625,33000.0000
US001,2021-03-09,786,YZV646,2090.0000
US001,2021-03-21,787,KWD310,9900.0000
US001,2021-03-30,788,SAZ338,48510.0000
US001,2021-03-04,791,RMA587,1980.0000
US001,2021-03-19,793,BXN258,16500.0000
US001,2021-03-25,794,XAY745,23760.0000
US001,2021-03-03,795,MQM137,1100.0000
US001,2021-03-16,797,PLK021,14520.0000
US001,2021-03-05,798,CJY192,3630.0000
US001,2021-03-21,801,TKE297,22550.0000
US001,2021-03-17,802,KKV466,16830.0000
US001,2021-03-03,803,QNH913,2200.0000
US001,2021-03-25,806,AOA022,42900.0000
US001,2021-03-21,807,DRL565,20570.0000
US001,2021-03-29,811,FIT029,37290.0000
US001,2021-03-01,812,QZU731,26290.0000
US001,2021-03-17,813,JSM998,24200.0000
US001,2021-03-02,814,DEM697,19800.0000
US001,2021-03-26,816,QWT340,25080.0000
US001,2021-03-08,817,ZYK236,33000.0000
US001,2021-03-15,818,CFR531,1540.0000
US001,2021-03-12,819,TFJ013,21450.0000
US001,2021-03-27,821,UCP895,7920.0000
US001,2021-03-14,823,NZM906,46530.0000
US001,2021-03-29,825,HKH502,23210.0000
US001,2021-03-17,830,FIQ739,28050.0000
US001,2021-03-12,834,TWG847,880.0000
US001,2021-03-04,835,IJA041,1430.0000
US001,2021-03-17,836,OLD853,1650.0000
US001,2021-03-04,837,JBV891,5280.0000
US001,2021-03-20,840,OZR736,2200.0000
US001,2021-03-17,843,JLC786,10780.0000
US001,2021-03-07,845,XYZ248,25080.0000
US001,2021-03-27,846,PXX436,13750.0000
US001,2021-03-23,847,WEB864,18150.0000
US001,2021-03-29,848,DEG859,3960.0000
US001,2021-03-13,849,CVZ181,11550.0000
US001,2021-03-15,851,KLB673,50490.0000
US001,2021-03-02,852,WGA251,2310.0000
US001,2021-03-02,855,VFC811,5720.0000
US001,2021-03-16,856,SCR158,8030.0000
US001,2021-03-08,858,WGH275,30800.0000
US001,2021-03-07,863,VVV326,16170.0000
US001,2021-03-29,866,YVF073,29370.0000
US001,2021-03-14,867,SWU087,23100.0000
US001,2021-03-05,870,CLW137,31350.0000
US001,2021-03-18,873,PSS829,20790.0000
US001,2021-03-23,875,JFW588,46530.0000
US001,2021-03-12,878,YLE757,33110.0000
US001,2021-03-12,880,OME694,45210.0000
US001,2021-03-24,882,EGD593,52470.0000
US001,2021-03-04,883,MNG600,3300.0000
US001,2021-03-17,885,OTA015,14520.0000
US001,2021-03-24,887,QYJ018,39490.0000
US001,2021-03-20,888,FUN774,15180.0000
US001,2021-03-03,889,AEY514,51480.0000
US001,2021-03-23,890,ZTP433,440.0000
US001,2021-03-24,893,DQD223,22660.0000
US001,2021-03-04,894,KGH998,52690.0000
US001,2021-03-17,897,MTE576,32560.0000
US001,2021-03-15,899,EBX252,6270.0000
US001,2021-03-08,904,BRM507,18810.0000
US001,2021-03-20,908,PVZ926,20130.0000
US001,2021-03-22,909,FHE799,14850.0000
US001,2021-03-30,910,URN429,26840.0000
US001,2021-03-18,911,OUT504,17710.0000
US001,2021-03-08,913,HWN139,330.0000
US001,2021-03-29,916,XYZ248,26730.0000
US001,2021-03-25,919,BZD150,21670.0000
US001,2021-03-26,920,ZTA943,26290.0000
US001,2021-03-25,922,OXB357,28380.0000
US001,2021-03-13,925,JJH949,31350.0000
US001,2021-03-03,927,UEU642,44550.0000
US001,2021-03-29,928,YCR660,6600.0000
US001,2021-03-25,929,XFX518,17820.0000
US001,2021-03-29,930,UTD391,9460.0000
US001,2021-03-03,931,GXW433,32120.0000
US001,2021-03-26,938,BLT630,53130.0000
US001,2021-03-12,939,VEL168,14520.0000
US001,2021-03-16,942,MXX594,16170.0000
US001,2021-03-14,944,UEI283,2420.0000
US001,2021-03-05,948,IAD087,11000.0000
US001,2021-03-15,950,ASW495,1320.0000
US001,2021-03-15,951,GLX513,4950.0000
US001,2021-03-08,952,AMX040,24970.0000
US001,2021-03-24,953,QKE437,5940.0000
US001,2021-03-26,954,RAU208,59070.0000
US001,2021-03-07,955,XYQ632,34650.0000
US001,2021-03-14,956,WWX378,4620.0000
US001,2021-03-15,957,EDM018,39930.0000
US001,2021-03-06,959,BLZ508,33990.0000
US001,2021-03-07,961,TKU558,1540.0000
US001,2021-03-20,962,IDF285,11220.0000
US001,2021-03-21,963,TXP719,9900.0000
US001,2021-03-29,964,MBL902,220.0000
US001,2021-03-25,965,CTW006,36630.0000
US001,2021-03-05,967,BZJ063,11550.0000
US001,2021-03-05,968,BKU739,16060.0000
US001,2021-03-19,970,TKO631,31350.0000
US001,2021-03-21,971,QKY227,13200.0000
US001,2021-03-29,973,XJJ055,1540.0000
US001,2021-03-13,974,UFV300,48180.0000
US001,2021-03-02,983,QXN671,21120.0000
US001,2021-03-30,985,XPB126,19580.0000
US001,2021-03-18,986,NJK327,32670.0000
US001,2021-03-02,987,EFK721,8250.0000
US001,2021-03-25,989,WNU042,57750.0000
US001,2021-03-11,991,GLT865,1540.0000
US001,2021-03-19,992,ILS222,440.0000
US001,2021-03-24,995,BHO523,17160.0000
US001,2021-03-05,996,WXP567,35640.0000
US001,2021-03-09,997,LKN422,27720.0000
US001,2021-03-09,1000,HZP095,6050.0000
US001,2021-03-25,1001,HEM213,8250.0000
US001,2021-03-26,1003,RZF468,33000.0000
US001,2021-03-06,1004,CKA261,34430.0000
US001,2021-03-09,1005,LGI635,990.0000
US001,2021-03-12,1006,YEK523,28600.0000
US001,2021-03-12,1007,KEL924,29040.0000
US001,2021-03-07,1008,OXX893,48510.0000
US001,2021-03-11,1010,AWN170,26400.0000
US001,2021-03-11,1014,NXP605,45980.0000
US001,2021-03-07,1017,BFG637,11000.0000
US001,2021-03-05,1018,RWF176,5280.0000
US001,2021-03-12,1021,SLS151,18260.0000
US001,2021-03-07,1022,ZME324,29590.0000
US001,2021-03-11,1024,QWQ520,28050.0000
US001,2021-03-18,1027,BJT673,880.0000
US001,2021-03-28,1033,KAR490,42240.0000
US001,2021-03-17,1035,MQX364,43670.0000
US001,2021-03-09,1038,IVW655,29150.0000
US001,2021-03-26,1040,SBW270,16390.0000
US001,2021-03-13,1041,BBH957,46310.0000
US001,2021-03-28,1043,HOW576,15950.0000
US001,2021-03-01,1046,JKW415,6600.0000
US001,2021-03-08,1047,ZVF854,15840.0000
US001,2021-03-09,1048,VKR982,18150.0000
US001,2021-03-24,1050,DVZ058,15840.0000
US001,2021-03-15,1052,ERC005,37400.0000
US001,2021-03-25,1053,RJU897,25080.0000
US001,2021-03-18,1054,IBI710,19470.0000
US001,2021-03-30,1055,DMZ767,1870.0000
US001,2021-03-22,1058,OPA401,13420.0000
US001,2021-03-03,1059,UBK006,20020.0000
US001,2021-03-12,1064,JCK888,27280.0000
US001,2021-03-04,1065,XZP005,18150.0000
US001,2021-03-24,1068,PPJ610,31350.0000
US001,2021-03-21,1070,ZJJ116,4070.0000
US001,2021-03-13,1071,ZXU774,30140.0000
US001,2021-03-11,1073,LXC313,22440.0000
US001,2021-03-27,1074,BOD841,47410.0000
US001,2021-03-03,1075,YIF525,11550.0000
US001,2021-03-03,1076,VRD136,30470.0000
US001,2021-03-05,1077,WHX381,1650.0000
US001,2021-03-15,1081,YFU210,4950.0000
US001,2021-03-08,1083,IZH052,48840.0000
US001,2021-03-01,1084,SJP644,880.0000
US001,2021-03-21,1086,ZTA943,26180.0000
US001,2021-03-06,1087,PGA470,25080.0000
US001,2021-03-03,1088,NFC880,38610.0000
US001,2021-03-30,1089,RNJ674,29920.0000
US001,2021-03-07,1090,QKD209,3300.0000
US001,2021-03-27,1091,UGP941,35310.0000
US001,2021-03-09,1094,WWO524,23100.0000
US001,2021-03-13,1096,PSA372,6160.0000
US001,2021-03-02,1097,KEL924,2970.0000
US001,2021-03-10,1098,BTR416,38390.0000
US001,2021-03-25,1100,NPJ376,55000.0000
US001,2021-03-29,1101,RQK354,18150.0000
US001,2021-03-20,1104,BDQ023,55440.0000
US001,2021-03-26,1109,MQX364,29700.0000
US001,2021-03-03,1115,JXX593,24970.0000
US001,2021-03-15,1116,ICY639,18150.0000
US001,2021-03-18,1117,NNH283,32230.0000
US001,2021-03-17,1118,NRL980,35860.0000
US001,2021-03-24,1120,WSR089,30030.0000
US001,2021-03-22,1123,ISS759,11880.0000
US001,2021-03-17,1125,QUH150,18810.0000
US001,2021-03-14,1127,PWB409,31790.0000
US001,2021-03-09,1128,IWS471,10340.0000
US001,2021-03-01,1130,WKG202,4400.0000
US001,2021-03-15,1131,PUW051,440.0000
US001,2021-03-01,1135,GEK441,17600.0000
US001,2021-03-13,1136,BXE807,31350.0000
US001,2021-03-09,1137,VFN845,27390.0000
US001,2021-03-21,1138,IMC111,25080.0000
US001,2021-03-12,1140,ACJ346,23100.0000
US001,2021-03-16,1141,MCL097,32670.0000
US001,2021-03-23,1143,OOP649,20790.0000
US001,2021-03-07,1145,JOV223,13200.0000
US001,2021-03-05,1150,JXH924,9240.0000
US001,2021-03-24,1151,NSB819,27610.0000
US001,2021-03-26,1153,JVK871,23650.0000
US001,2021-03-04,1159,ABK675,23760.0000
US001,2021-03-13,1160,IJY086,59290.0000
US001,2021-03-22,1161,VCL442,28490.0000
US001,2021-03-29,1164,DIK635,1870.0000
US001,2021-03-05,1167,VJV732,30360.0000
US001,2021-03-27,1170,XTW038,29040.0000
US001,2021-03-08,1172,NTW606,22440.0000
US001,2021-03-20,1173,XGB730,34430.0000
US001,2021-03-09,1174,QAB941,37950.0000
US001,2021-03-26,1177,SAG665,4950.0000
US001,2021-03-18,1179,WZH418,18150.0000
US001,2021-03-05,1180,SYE417,1870.0000
US001,2021-03-22,1188,CZU243,61820.0000
