company_code,s_order_date,sales_order_id,invoice_id,product_id,area,customer_id,amount,tax_amount,cc_id
US001,2021-03-30,161,70,3,SE,PIJ219,31500,3150.0,PSE02
US001,2021-03-18,163,71,5,SE,FAR289,19200,1920.0,SSE03
US001,2021-03-18,163,71,4,SE,FAR289,200,20.0,PSE04
US001,2021-03-18,163,71,3,SE,FAR289,16500,1650.0,PSE02
US001,2021-03-03,164,72,5,OY,ATO247,21600,2160.0,SOY03
US001,2021-03-03,164,72,4,OY,ATO247,1300,130.0,POY04
US001,2021-03-03,164,72,3,OY,ATO247,3000,300.0,POY02
US001,2021-03-22,166,73,4,SE,LKR459,1500,150.0,PSE04
US001,2021-03-11,167,74,3,OY,KMG762,30000,3000.0,POY02
US001,2021-03-06,169,75,5,KG,FZI168,3600,360.0,SKG03
US001,2021-03-03,171,76,5,SP,SNX424,21600,2160.0,SSP03
US001,2021-03-03,171,76,4,SP,SNX424,1400,140.0,PSP04
US001,2021-03-03,171,76,3,SP,SNX424,24000,2400.0,PSP02
US001,2021-03-21,172,77,3,SP,ICB274,27000,2700.0,PSP02
US001,2021-03-05,173,78,3,KG,EMF402,30000,3000.0,PKG02
US001,2021-03-24,174,79,5,OY,YIA663,9600,960.0,SOY03
US001,2021-03-24,174,79,4,OY,YIA663,500,50.0,POY04
US001,2021-03-23,175,80,5,KG,FII223,21600,2160.0,SKG03
US001,2021-03-23,175,80,4,KG,FII223,1600,160.0,PKG04
US001,2021-03-23,175,80,3,KG,FII223,9000,900.0,PKG02
US001,2021-03-10,176,81,5,SE,KFI894,12000,1200.0,SSE03
US001,2021-03-16,177,82,4,OY,BKZ544,1700,170.0,POY04
US001,2021-03-16,177,82,3,OY,BKZ544,12000,1200.0,POY02
US001,2021-03-02,180,83,5,SE,XSI380,2400,240.0,SSE03
US001,2021-03-02,180,83,3,SE,XSI380,1500,150.0,PSE02
US001,2021-03-30,184,84,5,SP,ITY455,8400,840.0,SSP03
US001,2021-03-30,184,84,3,SP,ITY455,30000,3000.0,PSP02
US001,2021-03-02,186,85,5,SE,WJK504,25200,2520.0,SSE03
US001,2021-03-02,186,85,4,SE,WJK504,1400,140.0,PSE04
US001,2021-03-20,189,86,5,SE,EQK431,9600,960.0,SSE03
US001,2021-03-20,189,86,4,SE,EQK431,400,40.0,PSE04
US001,2021-03-20,189,86,3,SE,EQK431,24000,2400.0,PSE02
US001,2021-03-12,190,87,3,SP,UWR265,31500,3150.0,PSP02
US001,2021-03-27,191,88,5,SP,MLD537,18000,1800.0,SSP03
US001,2021-03-09,192,89,5,OY,FLT886,12000,1200.0,SOY03
US001,2021-03-09,192,89,4,OY,FLT886,1000,100.0,POY04
US001,2021-03-09,192,89,3,OY,FLT886,19500,1950.0,POY02
US001,2021-03-21,194,90,3,SE,QXQ445,4500,450.0,PSE02
US001,2021-03-05,196,91,5,SE,LPP925,16800,1680.0,SSE03
US001,2021-03-02,197,92,4,SE,VKG377,1600,160.0,PSE04
US001,2021-03-21,199,93,5,SE,BAY183,21600,2160.0,SSE03
US001,2021-03-21,199,93,3,SE,BAY183,18000,1800.0,PSE02
US001,2021-03-26,201,94,5,KG,FIO333,4800,480.0,SKG03
US001,2021-03-26,201,94,4,KG,FIO333,600,60.0,PKG04
US001,2021-03-16,202,95,5,SE,WGL281,4800,480.0,SSE03
US001,2021-03-16,202,95,4,SE,WGL281,200,20.0,PSE04
US001,2021-03-16,202,95,3,SE,WGL281,25500,2550.0,PSE02
US001,2021-03-11,203,96,5,OY,HKP738,22800,2280.0,SOY03
US001,2021-03-11,203,96,4,OY,HKP738,800,80.0,POY04
US001,2021-03-24,207,97,5,SE,CKK293,7200,720.0,SSE03
US001,2021-03-24,207,97,3,SE,CKK293,3000,300.0,PSE02
US001,2021-03-29,211,98,5,SE,GEP027,7200,720.0,SSE03
US001,2021-03-29,211,98,4,SE,GEP027,1600,160.0,PSE04
US001,2021-03-29,211,98,3,SE,GEP027,19500,1950.0,PSE02
US001,2021-03-26,212,99,5,SE,XTY327,1200,120.0,SSE03
US001,2021-03-26,212,99,4,SE,XTY327,1500,150.0,PSE04
US001,2021-03-26,212,99,3,SE,XTY327,22500,2250.0,PSE02
US001,2021-03-04,214,100,5,OY,DYU072,15600,1560.0,SOY03
US001,2021-03-04,214,100,4,OY,DYU072,500,50.0,POY04
US001,2021-03-04,214,100,3,OY,DYU072,16500,1650.0,POY02
US001,2021-03-06,215,101,5,SE,VHS185,20400,2040.0,SSE03
US001,2021-03-06,215,101,4,SE,VHS185,600,60.0,PSE04
US001,2021-03-06,215,101,3,SE,VHS185,28500,2850.0,PSE02
US001,2021-03-14,216,102,5,SE,BGX467,10800,1080.0,SSE03
US001,2021-03-14,216,102,4,SE,BGX467,300,30.0,PSE04
US001,2021-03-14,216,102,3,SE,BGX467,12000,1200.0,PSE02
US001,2021-03-28,220,103,4,SE,SIW550,1800,180.0,PSE04
US001,2021-03-05,223,104,4,KG,QBQ138,1700,170.0,PKG04
US001,2021-03-05,223,104,3,KG,QBQ138,25500,2550.0,PKG02
US001,2021-03-15,224,105,5,SP,THY077,24000,2400.0,SSP03
US001,2021-03-15,224,105,4,SP,THY077,800,80.0,PSP04
US001,2021-03-15,224,105,3,SP,THY077,22500,2250.0,PSP02
US001,2021-03-17,229,106,4,OY,JSB910,600,60.0,POY04
US001,2021-03-17,229,106,3,OY,JSB910,16500,1650.0,POY02
US001,2021-03-15,230,107,4,OY,RRR232,1800,180.0,POY04
US001,2021-03-16,231,108,5,SP,ZVI961,7200,720.0,SSP03
US001,2021-03-16,231,108,4,SP,ZVI961,1100,110.0,PSP04
US001,2021-03-16,231,108,3,SP,ZVI961,27000,2700.0,PSP02
US001,2021-03-23,232,109,5,SP,LCI792,16800,1680.0,SSP03
US001,2021-03-23,232,109,4,SP,LCI792,1200,120.0,PSP04
US001,2021-03-10,237,110,3,SE,TDL251,9000,900.0,PSE02
US001,2021-03-13,239,111,5,SE,CXP446,4800,480.0,SSE03
US001,2021-03-13,239,111,4,SE,CXP446,900,90.0,PSE04
US001,2021-03-29,240,112,4,SP,QVU503,1000,100.0,PSP04
US001,2021-03-29,240,112,3,SP,QVU503,12000,1200.0,PSP02
US001,2021-03-04,242,113,3,OY,VAC155,31500,3150.0,POY02
US001,2021-03-13,243,114,4,SE,XRW698,2000,200.0,PSE04
US001,2021-03-13,243,114,3,SE,XRW698,27000,2700.0,PSE02
US001,2021-03-27,244,115,5,KG,LTN243,19200,1920.0,SKG03
US001,2021-03-27,244,115,3,KG,LTN243,31500,3150.0,PKG02
US001,2021-03-18,245,116,5,OY,BOD841,14400,1440.0,SOY03
US001,2021-03-06,246,117,3,SE,HWA302,15000,1500.0,PSE02
US001,2021-03-30,248,118,5,SP,NZX374,19200,1920.0,SSP03
US001,2021-03-30,248,118,4,SP,NZX374,1200,120.0,PSP04
US001,2021-03-16,249,119,5,KG,TKU633,25200,2520.0,SKG03
US001,2021-03-16,249,119,4,KG,TKU633,300,30.0,PKG04
US001,2021-03-16,249,119,3,KG,TKU633,10500,1050.0,PKG02
US001,2021-03-06,252,120,5,OY,PAR504,16800,1680.0,SOY03
US001,2021-03-06,252,120,4,OY,PAR504,1200,120.0,POY04
US001,2021-03-03,253,121,5,OY,AVA204,9600,960.0,SOY03
US001,2021-03-03,253,121,4,OY,AVA204,1800,180.0,POY04
US001,2021-03-03,253,121,3,OY,AVA204,22500,2250.0,POY02
US001,2021-03-16,254,122,4,SE,WEK289,100,10.0,PSE04
US001,2021-03-16,254,122,3,SE,WEK289,16500,1650.0,PSE02
US001,2021-03-09,255,123,5,OY,YKL005,16800,1680.0,SOY03
US001,2021-03-17,256,124,5,SE,WOO858,19200,1920.0,SSE03
US001,2021-03-17,256,124,4,SE,WOO858,400,40.0,PSE04
US001,2021-03-17,256,124,3,SE,WOO858,18000,1800.0,PSE02
US001,2021-03-26,257,125,3,OY,XCU520,6000,600.0,POY02
US001,2021-03-18,258,126,4,OY,WUL584,1500,150.0,POY04
US001,2021-03-03,262,127,4,KG,DQP956,2000,200.0,PKG04
US001,2021-03-25,265,128,5,OY,LEP063,21600,2160.0,SOY03
US001,2021-03-25,265,128,4,OY,LEP063,1700,170.0,POY04
US001,2021-03-25,265,128,3,OY,LEP063,24000,2400.0,POY02
US001,2021-03-23,267,129,5,SP,BEU320,21600,2160.0,SSP03
US001,2021-03-23,267,129,3,SP,BEU320,25500,2550.0,PSP02
US001,2021-03-22,269,130,3,SE,SPL989,16500,1650.0,PSE02
US001,2021-03-02,270,131,4,SP,ARK858,200,20.0,PSP04
US001,2021-03-12,273,132,5,KG,UMA074,13200,1320.0,SKG03
US001,2021-03-12,273,132,3,KG,UMA074,28500,2850.0,PKG02
US001,2021-03-18,274,133,5,SE,AUD246,3600,360.0,SSE03
US001,2021-03-23,275,134,5,OY,XDW450,15600,1560.0,SOY03
US001,2021-03-23,275,134,4,OY,XDW450,1200,120.0,POY04
US001,2021-03-23,275,134,3,OY,XDW450,12000,1200.0,POY02
US001,2021-03-09,277,135,3,SE,QGC623,12000,1200.0,PSE02
US001,2021-03-09,280,136,5,OY,VLO768,4800,480.0,SOY03
US001,2021-03-23,283,137,5,SE,BVE633,3600,360.0,SSE03
US001,2021-03-11,285,138,5,SP,EMA977,19200,1920.0,SSP03
US001,2021-03-11,285,138,4,SP,EMA977,100,10.0,PSP04
US001,2021-03-11,285,138,3,SP,EMA977,7500,750.0,PSP02
US001,2021-03-01,290,139,3,KG,JUE481,18000,1800.0,PKG02
US001,2021-03-25,293,140,5,OY,PCN265,19200,1920.0,SOY03
US001,2021-03-25,293,140,4,OY,PCN265,2100,210.0,POY04
US001,2021-03-25,293,140,3,OY,PCN265,12000,1200.0,POY02
US001,2021-03-09,294,141,5,OY,WYG369,9600,960.0,SOY03
US001,2021-03-09,294,141,3,OY,WYG369,27000,2700.0,POY02
US001,2021-03-11,295,142,5,KG,NNP525,13200,1320.0,SKG03
US001,2021-03-11,295,142,4,KG,NNP525,800,80.0,PKG04
US001,2021-03-11,295,142,3,KG,NNP525,31500,3150.0,PKG02
US001,2021-03-15,298,143,5,SE,JOC956,25200,2520.0,SSE03
US001,2021-03-15,298,143,4,SE,JOC956,2000,200.0,PSE04
US001,2021-03-17,301,144,5,SE,LZZ043,21600,2160.0,SSE03
US001,2021-03-17,301,144,4,SE,LZZ043,2100,210.0,PSE04
US001,2021-03-21,302,145,4,SE,NRX830,800,80.0,PSE04
US001,2021-03-22,303,146,5,SE,YIR770,8400,840.0,SSE03
US001,2021-03-22,303,146,4,SE,YIR770,1800,180.0,PSE04
US001,2021-03-24,310,147,5,OY,CGL487,1200,120.0,SOY03
US001,2021-03-24,310,147,4,OY,CGL487,1500,150.0,POY04
US001,2021-03-24,310,147,3,OY,CGL487,19500,1950.0,POY02
US001,2021-03-27,311,148,3,SE,ZFR531,28500,2850.0,PSE02
US001,2021-03-12,313,149,4,OY,IMG020,1100,110.0,POY04
US001,2021-03-30,314,150,5,OY,HXJ243,2400,240.0,SOY03
US001,2021-03-27,315,151,3,OY,YIB128,31500,3150.0,POY02
US001,2021-03-28,317,152,5,SE,QLC836,7200,720.0,SSE03
US001,2021-03-28,317,152,3,SE,QLC836,28500,2850.0,PSE02
US001,2021-03-28,318,153,5,SE,UOO779,9600,960.0,SSE03
US001,2021-03-28,318,153,3,SE,UOO779,1500,150.0,PSE02
US001,2021-03-15,320,154,5,SE,LGP887,6000,600.0,SSE03
US001,2021-03-15,320,154,4,SE,LGP887,1000,100.0,PSE04
US001,2021-03-11,322,155,5,SP,OXZ243,12000,1200.0,SSP03
US001,2021-03-11,322,155,4,SP,OXZ243,1200,120.0,PSP04
US001,2021-03-17,323,156,5,SE,WEZ892,2400,240.0,SSE03
US001,2021-03-17,323,156,4,SE,WEZ892,2000,200.0,PSE04
US001,2021-03-17,323,156,3,SE,WEZ892,1500,150.0,PSE02
US001,2021-03-05,324,157,4,SE,AMR189,1200,120.0,PSE04
US001,2021-03-06,326,158,5,SE,BOX863,18000,1800.0,SSE03
US001,2021-03-06,326,158,3,SE,BOX863,1500,150.0,PSE02
US001,2021-03-07,327,159,4,SE,RNU284,400,40.0,PSE04
US001,2021-03-07,327,159,3,SE,RNU284,27000,2700.0,PSE02
US001,2021-03-12,329,160,4,SP,NNW370,2100,210.0,PSP04
US001,2021-03-12,329,160,3,SP,NNW370,18000,1800.0,PSP02
US001,2021-03-28,331,161,5,SP,FND722,2400,240.0,SSP03
US001,2021-03-28,331,161,3,SP,FND722,7500,750.0,PSP02
US001,2021-03-10,333,162,5,OY,RSC973,22800,2280.0,SOY03
US001,2021-03-10,333,162,4,OY,RSC973,1700,170.0,POY04
US001,2021-03-10,333,162,3,OY,RSC973,22500,2250.0,POY02
US001,2021-03-03,335,163,5,OY,OLA752,21600,2160.0,SOY03
US001,2021-03-14,339,164,5,SE,LPG794,4800,480.0,SSE03
US001,2021-03-14,339,164,4,SE,LPG794,700,70.0,PSE04
US001,2021-03-06,340,165,5,OY,ZDG884,10800,1080.0,SOY03
US001,2021-03-06,340,165,4,OY,ZDG884,500,50.0,POY04
US001,2021-03-30,343,166,3,SE,GKH367,25500,2550.0,PSE02
US001,2021-03-19,344,167,4,SE,BRM070,800,80.0,PSE04
US001,2021-03-17,345,168,5,SP,DYG689,9600,960.0,SSP03
US001,2021-03-17,345,168,4,SP,DYG689,200,20.0,PSP04
US001,2021-03-17,345,168,3,SP,DYG689,24000,2400.0,PSP02
US001,2021-03-22,346,169,5,SP,HEE547,25200,2520.0,SSP03
US001,2021-03-22,346,169,4,SP,HEE547,1400,140.0,PSP04
US001,2021-03-22,346,169,3,SP,HEE547,24000,2400.0,PSP02
US001,2021-03-30,347,170,5,KG,QCO286,10800,1080.0,SKG03
US001,2021-03-30,347,170,4,KG,QCO286,300,30.0,PKG04
US001,2021-03-14,348,171,4,SE,RWS160,800,80.0,PSE04
US001,2021-03-14,348,171,3,SE,RWS160,3000,300.0,PSE02
US001,2021-03-20,350,172,5,KG,MIQ960,8400,840.0,SKG03
US001,2021-03-20,350,172,4,KG,MIQ960,500,50.0,PKG04
US001,2021-03-28,353,173,4,SE,VVU035,1200,120.0,PSE04
US001,2021-03-28,353,173,3,SE,VVU035,27000,2700.0,PSE02
US001,2021-03-09,355,174,5,SE,WKA432,18000,1800.0,SSE03
US001,2021-03-09,355,174,4,SE,WKA432,1200,120.0,PSE04
US001,2021-03-09,355,174,3,SE,WKA432,6000,600.0,PSE02
US001,2021-03-24,356,175,3,KG,OAQ031,3000,300.0,PKG02
US001,2021-03-07,358,176,3,SE,LQF037,15000,1500.0,PSE02
US001,2021-03-15,361,177,5,SE,KTP711,16800,1680.0,SSE03
US001,2021-03-15,361,177,4,SE,KTP711,1500,150.0,PSE04
US001,2021-03-15,361,177,3,SE,KTP711,22500,2250.0,PSE02
US001,2021-03-25,366,178,5,SE,RIS681,14400,1440.0,SSE03
US001,2021-03-25,366,178,4,SE,RIS681,1800,180.0,PSE04
US001,2021-03-06,368,179,5,SE,LHA170,21600,2160.0,SSE03
US001,2021-03-06,368,179,3,SE,LHA170,27000,2700.0,PSE02
US001,2021-03-21,369,180,5,OY,LZK166,19200,1920.0,SOY03
US001,2021-03-21,369,180,4,OY,LZK166,1100,110.0,POY04
US001,2021-03-21,369,180,3,OY,LZK166,16500,1650.0,POY02
US001,2021-03-23,370,181,5,SE,KSD892,21600,2160.0,SSE03
US001,2021-03-23,370,181,4,SE,KSD892,500,50.0,PSE04
US001,2021-03-23,370,181,3,SE,KSD892,10500,1050.0,PSE02
US001,2021-03-02,371,182,5,SE,LHJ824,7200,720.0,SSE03
US001,2021-03-02,371,182,3,SE,LHJ824,15000,1500.0,PSE02
US001,2021-03-08,373,183,5,SE,POM893,9600,960.0,SSE03
US001,2021-03-08,373,183,4,SE,POM893,1600,160.0,PSE04
US001,2021-03-08,373,183,3,SE,POM893,12000,1200.0,PSE02
US001,2021-03-05,377,184,5,SE,SSK238,16800,1680.0,SSE03
US001,2021-03-05,377,184,4,SE,SSK238,2100,210.0,PSE04
US001,2021-03-05,377,184,3,SE,SSK238,31500,3150.0,PSE02
US001,2021-03-04,378,185,4,OY,AKF961,700,70.0,POY04
US001,2021-03-06,380,186,3,OY,PEM980,6000,600.0,POY02
US001,2021-03-07,382,187,5,SP,FJL861,18000,1800.0,SSP03
US001,2021-03-07,382,187,4,SP,FJL861,300,30.0,PSP04
US001,2021-03-07,382,187,3,SP,FJL861,4500,450.0,PSP02
US001,2021-03-02,384,188,5,SE,CZG913,13200,1320.0,SSE03
US001,2021-03-02,384,188,4,SE,CZG913,1100,110.0,PSE04
US001,2021-03-02,384,188,3,SE,CZG913,24000,2400.0,PSE02
US001,2021-03-14,385,189,5,KG,DIX736,21600,2160.0,SKG03
US001,2021-03-14,385,189,4,KG,DIX736,300,30.0,PKG04
US001,2021-03-14,385,189,3,KG,DIX736,25500,2550.0,PKG02
US001,2021-03-15,386,190,5,SE,WOC482,1200,120.0,SSE03
US001,2021-03-15,386,190,4,SE,WOC482,1000,100.0,PSE04
US001,2021-03-13,388,191,5,SE,ZRQ668,9600,960.0,SSE03
US001,2021-03-13,388,191,4,SE,ZRQ668,1300,130.0,PSE04
US001,2021-03-13,388,191,3,SE,ZRQ668,24000,2400.0,PSE02
US001,2021-03-03,391,192,5,SE,IDE592,22800,2280.0,SSE03
US001,2021-03-03,391,192,4,SE,IDE592,1900,190.0,PSE04
US001,2021-03-19,392,193,5,SE,JML625,25200,2520.0,SSE03
US001,2021-03-19,392,193,4,SE,JML625,2100,210.0,PSE04
US001,2021-03-19,392,193,3,SE,JML625,3000,300.0,PSE02
US001,2021-03-07,393,194,5,SP,BBG279,20400,2040.0,SSP03
US001,2021-03-08,394,195,5,SE,ZBA461,7200,720.0,SSE03
US001,2021-03-08,394,195,4,SE,ZBA461,1400,140.0,PSE04
