company_code,s_order_date,customer_id
US001,2021-03-30,JWA971
US001,2021-03-24,WNK284
US001,2021-03-30,QJC058
US001,2021-03-08,JHO981
US001,2021-03-03,YKQ606
US001,2021-03-03,ETH767
US001,2021-03-02,WEQ705
US001,2021-03-19,FNT755
US001,2021-03-13,FWF355
US001,2021-03-01,UKN587
US001,2021-03-27,ZAX043
US001,2021-03-18,SSE046
US001,2021-03-21,CTX439
US001,2021-03-18,TPW983
US001,2021-03-21,GTT771
US001,2021-03-25,PFV183
US001,2021-03-06,HBP214
US001,2021-03-19,MDW236
US001,2021-03-13,FGP820
US001,2021-03-02,OJG571
US001,2021-03-28,RVI570
US001,2021-03-13,DXS670
US001,2021-03-29,RBG236
US001,2021-03-23,ONN943
US001,2021-03-16,DOF505
US001,2021-03-30,XSV452
US001,2021-03-25,ZBR946
US001,2021-03-03,SAG665
US001,2021-03-21,LLJ976
US001,2021-03-16,KEF940
US001,2021-03-20,LGC153
US001,2021-03-10,QJW208
US001,2021-03-04,UVC970
US001,2021-03-24,WBV787
US001,2021-03-10,JQE910
US001,2021-03-10,BOA122
US001,2021-03-02,OTO243
US001,2021-03-13,KXD981
US001,2021-03-20,IIX539
US001,2021-03-26,VAC155
US001,2021-03-12,RNW278
US001,2021-03-27,CKG649
US001,2021-03-26,LFO622
US001,2021-03-22,PLI430
US001,2021-03-29,NHN208
US001,2021-03-12,FTY524
US001,2021-03-21,IQA825
US001,2021-03-25,VTZ468
US001,2021-03-05,VPM024
US001,2021-03-30,ZGC933
US001,2021-03-30,PSH023
US001,2021-03-25,VXY568
US001,2021-03-26,JQV402
US001,2021-03-22,IFP500
US001,2021-03-01,PRJ292
US001,2021-03-04,TWB387
US001,2021-03-25,DEO145
US001,2021-03-05,VIH897
US001,2021-03-03,NNT213
US001,2021-03-11,EAC035
US001,2021-03-30,MHY423
US001,2021-03-03,DAR098
US001,2021-03-01,JLO487
US001,2021-03-14,YAW280
US001,2021-03-15,VUV605
US001,2021-03-28,YIK502
US001,2021-03-21,ZON660
US001,2021-03-20,XYY141
US001,2021-03-12,KUU737
US001,2021-03-18,ZCF982
US001,2021-03-25,PHE136
US001,2021-03-13,FXC619
US001,2021-03-14,ZJJ767
US001,2021-03-19,BTM235
US001,2021-03-10,ZBP394
US001,2021-03-27,XSV842
US001,2021-03-24,OHN783
US001,2021-03-10,YKM088
US001,2021-03-12,HGP815
US001,2021-03-06,GGE398
US001,2021-03-12,WMC949
US001,2021-03-22,UUO980
US001,2021-03-08,FAB237
US001,2021-03-20,VDF143
US001,2021-03-28,QZX166
US001,2021-03-25,FCO905
US001,2021-03-14,TKW790
US001,2021-03-05,AMP794
US001,2021-03-20,OOI081
US001,2021-03-02,KCL332
US001,2021-03-11,RXC591
US001,2021-03-10,NFK042
US001,2021-03-12,YIY387
US001,2021-03-03,GGT445
US001,2021-03-13,UYU959
US001,2021-03-08,NLS300
US001,2021-03-16,UFG840
US001,2021-03-25,OQP370
US001,2021-03-22,DRC420
US001,2021-03-15,GKH656
US001,2021-03-04,IPO919
US001,2021-03-18,LID059
US001,2021-03-11,NAY340
US001,2021-03-22,AEI032
US001,2021-03-10,VEJ915
US001,2021-03-26,VNV605
US001,2021-03-13,TXN323
US001,2021-03-26,PHV158
US001,2021-03-20,FHH073
US001,2021-03-24,JCK888
US001,2021-03-20,IQE218
US001,2021-03-17,GHJ131
US001,2021-03-21,HMM906
US001,2021-03-25,HGA494
US001,2021-03-20,ESG959
US001,2021-03-21,EIP167
US001,2021-03-17,FPY059
US001,2021-03-21,IWP586
US001,2021-03-18,ACK391
US001,2021-03-13,RUT680
US001,2021-03-05,KIB184
US001,2021-03-19,BUH833
US001,2021-03-23,QQS224
US001,2021-03-21,DPK091
US001,2021-03-08,TRF014
US001,2021-03-30,SBI836
US001,2021-03-08,DGI589
US001,2021-03-01,RYO817
US001,2021-03-16,CJH216
US001,2021-03-20,DJD972
US001,2021-03-23,ELH920
US001,2021-03-28,KWK180
US001,2021-03-12,DQZ689
US001,2021-03-14,VOZ567
US001,2021-03-21,RXX669
US001,2021-03-30,KGS418
US001,2021-03-24,QGI988
US001,2021-03-30,XSI272
US001,2021-03-10,JFJ753
US001,2021-03-07,WMX663
US001,2021-03-26,NBR716
US001,2021-03-09,HXW157
US001,2021-03-10,TKI022
US001,2021-03-21,XSI272
US001,2021-03-16,ZTS256
US001,2021-03-12,EDE953
US001,2021-03-14,VNH772
US001,2021-03-06,RMB621
US001,2021-03-14,LBB326
US001,2021-03-11,PCV023
US001,2021-03-11,PHC942
US001,2021-03-21,SLF713
US001,2021-03-25,EET748
US001,2021-03-26,CKQ508
US001,2021-03-06,JAD452
US001,2021-03-10,XIC245
US001,2021-03-15,RTO871
US001,2021-03-25,ICU923
US001,2021-03-21,LNQ166
US001,2021-03-17,XNH701
US001,2021-03-15,HND651
US001,2021-03-02,VTV989
US001,2021-03-19,TKW790
US001,2021-03-30,BTG314
US001,2021-03-14,OPB694
US001,2021-03-11,HMI705
US001,2021-03-25,GMX019
US001,2021-03-14,WYF286
US001,2021-03-09,UUT658
US001,2021-03-08,YCX670
US001,2021-03-17,TFX556
US001,2021-03-20,YQW288
US001,2021-03-08,YNS617
US001,2021-03-06,SLF483
US001,2021-03-14,YCY324
US001,2021-03-12,BDB729
US001,2021-03-16,BEP872
US001,2021-03-18,LOX693
US001,2021-03-07,WHP782
US001,2021-03-17,EOI144
US001,2021-03-29,MFC931
US001,2021-03-19,VWR487
US001,2021-03-17,DOY122
US001,2021-03-06,RDT470
US001,2021-03-04,KTI168
US001,2021-03-06,UKC944
US001,2021-03-28,CYA336
US001,2021-03-15,GAR549
US001,2021-03-25,GFK700
US001,2021-03-07,OFS294
US001,2021-03-10,KQB599
US001,2021-03-15,HRP070
US001,2021-03-09,ZUQ665
US001,2021-03-08,YOH557
US001,2021-03-25,EWW440
US001,2021-03-14,WGA251
US001,2021-03-11,BLL439
US001,2021-03-16,QQQ725
US001,2021-03-05,ZPW226
US001,2021-03-10,ZRX189
US001,2021-03-23,VVQ332
US001,2021-03-30,ATP161
US001,2021-03-14,PDD509
US001,2021-03-28,GAN809
US001,2021-03-23,KLS080
US001,2021-03-07,ONP965
US001,2021-03-14,YEB089
US001,2021-03-21,TYK733
US001,2021-03-27,OFS294
US001,2021-03-21,LBF841
US001,2021-03-14,GFT451
US001,2021-03-02,DGL700
US001,2021-03-14,FCO166
US001,2021-03-03,ZPW226
US001,2021-03-18,XYY141
US001,2021-03-18,PPN718
US001,2021-03-27,URL032
US001,2021-03-26,CWB033
US001,2021-03-29,EVK407
US001,2021-03-25,WIG366
US001,2021-03-30,QGP849
US001,2021-03-02,HDP928
US001,2021-03-14,GHH451
US001,2021-03-13,WOS157
US001,2021-03-30,UYE907
US001,2021-03-22,GFV394
US001,2021-03-01,UTE928
US001,2021-03-01,UQS749
US001,2021-03-29,SIO600
US001,2021-03-03,ATX615
US001,2021-03-01,JQE843
US001,2021-03-07,AHX717
US001,2021-03-03,ZYW561
US001,2021-03-13,YNG053
US001,2021-03-09,XSA393
US001,2021-03-16,SDU487
US001,2021-03-26,SMX372
US001,2021-03-25,RHI482
US001,2021-03-11,DYH758
US001,2021-03-22,RJY483
US001,2021-03-02,WVE120
US001,2021-03-23,QGQ275
US001,2021-03-26,UOK509
US001,2021-03-02,CWP884
US001,2021-03-17,MFL314
US001,2021-03-14,VJP848
US001,2021-03-12,UDI675
US001,2021-03-30,FOJ842
US001,2021-03-05,TNX782
US001,2021-03-01,ZKX092
US001,2021-03-02,SLM936
US001,2021-03-03,FME318
US001,2021-03-28,RRZ066
US001,2021-03-09,SJE489
US001,2021-03-24,JTH735
US001,2021-03-09,DCH801
US001,2021-03-21,FJZ575
US001,2021-03-28,MZN507
US001,2021-03-02,IOE393
US001,2021-03-13,PQA150
US001,2021-03-19,SKA834
US001,2021-03-01,VWH247
US001,2021-03-04,CAK104
US001,2021-03-11,NVT657
US001,2021-03-28,RRP213
US001,2021-03-23,LFM294
US001,2021-03-26,LAV343
US001,2021-03-22,ZPK150
US001,2021-03-13,CKW723
US001,2021-03-19,BHT096
US001,2021-03-07,KLO727
US001,2021-03-09,DLI435
US001,2021-03-13,LHK519
US001,2021-03-02,NUC959
US001,2021-03-17,UKD343
US001,2021-03-10,UEG050
US001,2021-03-27,AUA162
US001,2021-03-04,FOV570
US001,2021-03-07,HZL136
US001,2021-03-02,CZH603
US001,2021-03-07,HKV314
US001,2021-03-06,GRA329
US001,2021-03-13,OUR969
US001,2021-03-15,MKH200
US001,2021-03-03,FXR535
US001,2021-03-16,OVU608
US001,2021-03-01,QLG932
US001,2021-03-10,LPH681
US001,2021-03-29,PHE136
US001,2021-03-11,OGQ051
US001,2021-03-17,UMZ533
US001,2021-03-08,ZJJ767
US001,2021-03-22,XLE847
US001,2021-03-19,EWN331
US001,2021-03-25,PSH023
US001,2021-03-18,OGY120
US001,2021-03-03,QOW031
US001,2021-03-15,HGA635
US001,2021-03-10,XDD688
US001,2021-03-06,YAM816
US001,2021-03-13,HGP815
US001,2021-03-25,WMD234
US001,2021-03-16,SZE600
US001,2021-03-12,EUQ142
US001,2021-03-28,DTJ825
US001,2021-03-22,FAU698
US001,2021-03-25,KZT003
US001,2021-03-28,YRD491
US001,2021-03-28,HFO192
US001,2021-03-25,OAM964
US001,2021-03-14,LKA079
US001,2021-03-06,KMD351
US001,2021-03-26,IHA359
US001,2021-03-07,JJJ961
US001,2021-03-28,XCS782
US001,2021-03-23,ZFI996
US001,2021-03-08,HNZ258
US001,2021-03-03,RJB282
US001,2021-03-11,LHA170
US001,2021-03-29,VNB168
US001,2021-03-21,DKO257
US001,2021-03-17,TPK283
US001,2021-03-23,QAZ054
US001,2021-03-05,IBW075
US001,2021-03-29,EUQ948
US001,2021-03-23,NFZ104
US001,2021-03-30,IGP918
US001,2021-03-09,XLM423
US001,2021-03-11,SNZ798
US001,2021-03-25,EFR274
US001,2021-03-10,LBF841
US001,2021-03-12,FCU623
US001,2021-03-23,QQJ071
US001,2021-03-24,IRU534
US001,2021-03-06,IMU870
US001,2021-03-18,BZA287
US001,2021-03-17,VXS631
US001,2021-03-24,LXQ101
US001,2021-03-02,OQT253
US001,2021-03-22,YXE634
US001,2021-03-07,IFZ942
