company_code,sales_order_id,product_id,units,unit_selling_price,currency_id,tax_code,shipped
US001,461,4,12,100,1,1,yes
US001,533,6,122,500,1,1,yes
US001,734,3,8,1500,1,1,yes
US001,734,4,11,100,1,1,yes
US001,402,3,15,1500,1,1,yes
US001,402,6,43,500,1,1,yes
US001,271,3,2,1500,1,1,yes
US001,271,5,14,1200,1,1,yes
US001,282,1,1,250000,1,1,yes
US001,282,2,1,3000000,1,1,yes
US001,282,4,21,100,1,1,yes
US001,290,3,1,1500,1,1,yes
US001,290,4,15,100,1,1,yes
US001,290,5,25,1200,1,1,yes
US001,568,3,3,1500,1,1,yes
US001,568,4,23,100,1,1,yes
US001,233,3,8,1500,1,1,yes
US001,233,4,25,100,1,1,yes
US001,233,5,3,1200,1,1,yes
US001,364,4,5,100,1,1,yes
US001,549,5,23,1200,1,1,yes
US001,549,6,286,500,1,1,yes
US001,467,6,145,500,1,1,yes
US001,363,3,12,1500,1,1,yes
US001,363,6,251,500,1,1,yes
US001,441,6,153,500,1,1,yes
US001,459,3,18,1500,1,1,yes
US001,459,5,1,1200,1,1,yes
US001,459,6,115,500,1,1,yes
US001,53,3,1,1500,1,1,yes
US001,53,4,11,100,1,1,yes
US001,659,4,20,100,1,1,yes
US001,169,3,4,1500,1,1,yes
US001,169,4,28,100,1,1,yes
US001,169,5,32,1200,1,1,yes
US001,717,3,6,1500,1,1,yes
US001,717,4,24,100,1,1,yes
US001,717,5,18,1200,1,1,yes
US001,553,3,19,1500,1,1,yes
US001,553,5,23,1200,1,1,yes
US001,331,3,3,1500,1,1,yes
US001,331,6,258,500,1,1,yes
US001,649,3,8,1500,1,1,yes
US001,649,6,250,500,1,1,yes
US001,172,4,4,100,1,1,yes
US001,725,3,10,1500,1,1,yes
US001,725,4,21,100,1,1,yes
US001,17,3,11,1500,1,1,yes
US001,17,4,2,100,1,1,yes
US001,260,5,1,1200,1,1,yes
US001,374,3,13,1500,1,1,yes
US001,589,3,19,1500,1,1,yes
US001,589,6,53,500,1,1,yes
US001,542,4,4,100,1,1,yes
US001,542,6,119,500,1,1,yes
US001,270,3,12,1500,1,1,yes
US001,270,4,28,100,1,1,yes
US001,270,5,23,1200,1,1,yes
US001,270,6,291,500,1,1,yes
US001,340,3,16,1500,1,1,yes
US001,340,4,24,100,1,1,yes
US001,340,5,39,1200,1,1,yes
US001,616,3,18,1500,1,1,yes
US001,616,4,28,100,1,1,yes
US001,616,6,63,500,1,1,yes
US001,227,2,1,3000000,1,1,yes
US001,633,4,24,100,1,1,yes
US001,750,6,233,500,1,1,yes
US001,246,3,18,1500,1,1,yes
US001,246,4,7,100,1,1,yes
US001,246,5,25,1200,1,1,yes
US001,246,6,75,500,1,1,yes
US001,327,3,8,1500,1,1,yes
US001,327,4,6,100,1,1,yes
US001,327,5,11,1200,1,1,yes
US001,347,5,24,1200,1,1,yes
US001,463,3,11,1500,1,1,yes
US001,463,4,21,100,1,1,yes
US001,463,6,272,500,1,1,yes
US001,352,6,254,500,1,1,yes
US001,437,3,2,1500,1,1,yes
US001,437,4,20,100,1,1,yes
US001,437,6,20,500,1,1,yes
US001,264,3,9,1500,1,1,yes
US001,264,4,16,100,1,1,yes
US001,264,5,27,1200,1,1,yes
US001,264,6,160,500,1,1,yes
US001,26,3,2,1500,1,1,yes
US001,26,5,20,1200,1,1,yes
US001,684,3,3,1500,1,1,yes
US001,684,6,69,500,1,1,yes
US001,345,3,10,1500,1,1,yes
US001,345,5,20,1200,1,1,yes
US001,189,1,1,250000,1,1,yes
US001,189,2,1,3000000,1,1,yes
US001,512,2,1,3000000,1,1,yes
US001,512,4,4,100,1,1,yes
US001,512,5,34,1200,1,1,yes
US001,512,6,149,500,1,1,yes
US001,311,3,15,1500,1,1,yes
US001,311,5,4,1200,1,1,yes
US001,495,1,1,250000,1,1,yes
US001,495,2,1,3000000,1,1,yes
US001,495,5,20,1200,1,1,yes
US001,229,4,28,100,1,1,yes
US001,63,6,216,500,1,1,yes
US001,506,4,9,100,1,1,yes
US001,386,3,8,1500,1,1,yes
US001,386,6,125,500,1,1,yes
US001,744,3,14,1500,1,1,yes
US001,744,4,18,100,1,1,yes
US001,744,5,33,1200,1,1,yes
US001,744,6,82,500,1,1,yes
US001,14,3,14,1500,1,1,yes
US001,14,5,16,1200,1,1,yes
US001,237,3,4,1500,1,1,yes
US001,545,2,1,3000000,1,1,yes
US001,545,6,107,500,1,1,yes
US001,268,5,9,1200,1,1,yes
US001,628,3,15,1500,1,1,yes
US001,628,4,21,100,1,1,yes
US001,628,6,269,500,1,1,yes
US001,92,3,19,1500,1,1,yes
US001,497,3,11,1500,1,1,yes
US001,497,4,9,100,1,1,yes
US001,225,3,10,1500,1,1,yes
US001,225,4,13,100,1,1,yes
US001,225,5,15,1200,1,1,yes
US001,479,3,10,1500,1,1,yes
US001,456,3,3,1500,1,1,yes
US001,456,4,20,100,1,1,yes
US001,456,6,97,500,1,1,yes
US001,44,6,92,500,1,1,yes
US001,203,3,18,1500,1,1,yes
US001,203,6,12,500,1,1,yes
US001,23,4,26,100,1,1,yes
US001,735,4,20,100,1,1,yes
US001,735,5,12,1200,1,1,yes
US001,116,3,10,1500,1,1,yes
US001,116,4,19,100,1,1,yes
US001,116,5,22,1200,1,1,yes
US001,213,3,3,1500,1,1,yes
US001,300,3,5,1500,1,1,yes
US001,300,4,5,100,1,1,yes
US001,11,3,1,1500,1,1,yes
US001,592,5,37,1200,1,1,yes
US001,126,6,55,500,1,1,yes
US001,79,6,285,500,1,1,yes
US001,185,6,193,500,1,1,yes
US001,446,3,7,1500,1,1,yes
US001,446,4,27,100,1,1,yes
US001,446,5,8,1200,1,1,yes
US001,446,6,270,500,1,1,yes
US001,648,1,1,250000,1,1,yes
US001,648,2,1,3000000,1,1,yes
US001,648,4,20,100,1,1,yes
US001,648,5,33,1200,1,1,yes
US001,563,4,3,100,1,1,yes
US001,458,1,1,250000,1,1,yes
US001,458,2,1,3000000,1,1,yes
US001,458,4,17,100,1,1,yes
US001,319,3,8,1500,1,1,yes
US001,132,3,6,1500,1,1,yes
US001,552,5,13,1200,1,1,yes
US001,719,1,1,250000,1,1,yes
US001,719,2,1,3000000,1,1,yes
US001,291,5,33,1200,1,1,yes
US001,163,5,21,1200,1,1,yes
US001,536,4,18,100,1,1,yes
US001,219,1,1,250000,1,1,yes
US001,219,2,1,3000000,1,1,yes
US001,219,5,16,1200,1,1,yes
US001,219,6,215,500,1,1,yes
US001,184,3,12,1500,1,1,yes
US001,184,6,104,500,1,1,yes
US001,614,1,1,250000,1,1,yes
US001,614,2,1,3000000,1,1,no
US001,614,6,192,500,1,1,yes
US001,103,3,14,1500,1,1,yes
US001,103,4,17,100,1,1,yes
US001,692,3,2,1500,1,1,yes
US001,692,4,26,100,1,1,yes
US001,692,6,249,500,1,1,yes
US001,610,5,20,1200,1,1,yes
US001,694,3,16,1500,1,1,yes
US001,694,6,270,500,1,1,yes
US001,295,6,19,500,1,1,yes
US001,21,4,6,100,1,1,yes
US001,509,3,18,1500,1,1,yes
US001,509,5,30,1200,1,1,yes
US001,412,4,7,100,1,1,no
US001,326,3,5,1500,1,1,yes
US001,326,4,15,100,1,1,yes
US001,326,5,34,1200,1,1,yes
US001,387,3,6,1500,1,1,yes
US001,387,5,23,1200,1,1,yes
US001,726,5,30,1200,1,1,yes
US001,565,3,4,1500,1,1,yes
US001,179,3,9,1500,1,1,yes
US001,179,6,292,500,1,1,no
US001,85,6,120,500,1,1,yes
US001,682,4,7,100,1,1,yes
US001,597,4,21,100,1,1,yes
US001,597,5,14,1200,1,1,yes
US001,520,3,15,1500,1,1,yes
US001,515,3,14,1500,1,1,yes
US001,515,5,8,1200,1,1,yes
US001,294,1,1,250000,1,1,yes
US001,294,2,1,3000000,1,1,yes
US001,294,4,24,100,1,1,yes
US001,294,5,4,1200,1,1,yes
US001,554,6,254,500,1,1,yes
US001,640,3,9,1500,1,1,yes
US001,640,4,4,100,1,1,yes
US001,190,3,7,1500,1,1,yes
US001,190,4,3,100,1,1,yes
US001,652,3,14,1500,1,1,yes
US001,652,4,2,100,1,1,yes
US001,666,3,5,1500,1,1,yes
US001,666,5,31,1200,1,1,yes
US001,46,3,14,1500,1,1,yes
US001,46,4,1,100,1,1,yes
US001,538,5,27,1200,1,1,yes
US001,540,3,2,1500,1,1,yes
US001,230,3,10,1500,1,1,yes
US001,230,4,20,100,1,1,yes
US001,141,3,2,1500,1,1,yes
US001,141,5,38,1200,1,1,yes
US001,504,3,2,1500,1,1,yes
US001,504,6,83,500,1,1,yes
US001,323,3,19,1500,1,1,yes
US001,323,5,15,1200,1,1,yes
US001,334,3,4,1500,1,1,yes
US001,160,4,13,100,1,1,yes
US001,281,4,2,100,1,1,yes
US001,406,5,20,1200,1,1,yes
US001,306,4,10,100,1,1,yes
US001,306,6,191,500,1,1,yes
US001,34,3,10,1500,1,1,yes
US001,240,3,5,1500,1,1,yes
US001,240,4,20,100,1,1,yes
US001,240,5,24,1200,1,1,yes
US001,438,3,6,1500,1,1,no
US001,438,6,87,500,1,1,yes
US001,223,3,5,1500,1,1,yes
US001,223,4,2,100,1,1,yes
US001,4,3,18,1500,1,1,yes
US001,4,5,7,1200,1,1,yes
US001,208,1,1,250000,1,1,yes
US001,208,2,1,3000000,1,1,yes
US001,208,6,62,500,1,1,yes
US001,665,3,12,1500,1,1,yes
US001,665,5,32,1200,1,1,yes
US001,147,2,1,3000000,1,1,yes
US001,147,5,2,1200,1,1,yes
US001,514,3,1,1500,1,1,yes
US001,514,4,11,100,1,1,yes
US001,514,5,11,1200,1,1,yes
US001,557,3,11,1500,1,1,yes
US001,557,6,262,500,1,1,yes
US001,284,3,8,1500,1,1,yes
US001,284,6,195,500,1,1,yes
US001,679,3,5,1500,1,1,yes
US001,679,4,12,100,1,1,yes
US001,679,5,5,1200,1,1,yes
US001,76,3,19,1500,1,1,yes
US001,76,5,21,1200,1,1,yes
US001,671,3,10,1500,1,1,yes
US001,671,4,23,100,1,1,yes
US001,671,5,13,1200,1,1,yes
US001,671,6,222,500,1,1,yes
US001,249,1,1,250000,1,1,yes
US001,249,2,1,3000000,1,1,yes
US001,249,5,22,1200,1,1,yes
US001,249,6,184,500,1,1,yes
US001,449,3,6,1500,1,1,yes
US001,449,4,9,100,1,1,yes
US001,449,5,22,1200,1,1,yes
US001,449,6,141,500,1,1,yes
US001,42,3,8,1500,1,1,yes
US001,42,6,73,500,1,1,yes
US001,638,4,17,100,1,1,yes
US001,3,3,10,1500,1,1,yes
US001,3,4,12,100,1,1,yes
US001,3,5,1,1200,1,1,yes
US001,384,3,6,1500,1,1,yes
US001,384,4,1,100,1,1,yes
US001,384,6,138,500,1,1,yes
US001,749,3,17,1500,1,1,yes
US001,749,4,8,100,1,1,yes
US001,749,5,9,1200,1,1,yes
US001,471,3,7,1500,1,1,yes
US001,471,4,9,100,1,1,yes
US001,214,3,5,1500,1,1,yes
US001,214,6,97,500,1,1,yes
US001,221,3,10,1500,1,1,yes
US001,221,5,17,1200,1,1,yes
US001,273,3,4,1500,1,1,yes
US001,273,5,23,1200,1,1,yes
US001,636,3,9,1500,1,1,yes
US001,636,4,28,100,1,1,yes
US001,566,3,18,1500,1,1,yes
US001,391,3,4,1500,1,1,yes
US001,391,6,282,500,1,1,yes
US001,181,3,16,1500,1,1,yes
US001,181,6,26,500,1,1,yes
US001,523,5,30,1200,1,1,yes
US001,728,6,278,500,1,1,yes
US001,105,3,17,1500,1,1,yes
US001,598,4,21,100,1,1,yes
US001,35,4,28,100,1,1,yes
US001,35,6,127,500,1,1,yes
US001,698,1,1,250000,1,1,yes
US001,698,2,1,3000000,1,1,yes
US001,698,4,5,100,1,1,yes
US001,698,5,10,1200,1,1,yes
US001,698,6,45,500,1,1,yes
US001,186,1,1,250000,1,1,yes
US001,186,2,1,3000000,1,1,yes
US001,186,4,10,100,1,1,yes
US001,186,5,23,1200,1,1,yes
US001,419,1,1,250000,1,1,yes
US001,419,2,1,3000000,1,1,yes
US001,419,4,16,100,1,1,yes
US001,419,5,33,1200,1,1,yes
US001,419,6,32,500,1,1,yes
US001,134,3,5,1500,1,1,yes
US001,134,4,20,100,1,1,yes
US001,134,5,36,1200,1,1,yes
US001,675,3,6,1500,1,1,yes
US001,675,6,215,500,1,1,yes
US001,482,3,16,1500,1,1,yes
US001,482,5,21,1200,1,1,yes
US001,747,3,18,1500,1,1,yes
US001,747,4,29,100,1,1,yes
US001,58,3,18,1500,1,1,yes
US001,58,5,30,1200,1,1,yes
US001,436,6,15,500,1,1,yes
US001,558,4,6,100,1,1,yes
US001,131,3,1,1500,1,1,yes
US001,131,4,12,100,1,1,yes
US001,55,4,17,100,1,1,yes
US001,55,6,151,500,1,1,yes
US001,635,6,135,500,1,1,yes
US001,691,6,150,500,1,1,yes
US001,450,3,11,1500,1,1,yes
US001,315,3,7,1500,1,1,yes
US001,315,4,23,100,1,1,yes
US001,120,3,11,1500,1,1,yes
US001,120,6,285,500,1,1,yes
US001,561,4,18,100,1,1,yes
US001,630,6,95,500,1,1,yes
US001,151,3,12,1500,1,1,yes
US001,151,4,4,100,1,1,yes
US001,693,6,136,500,1,1,yes
US001,245,6,235,500,1,1,yes
US001,733,6,39,500,1,1,yes
US001,623,3,8,1500,1,1,yes
US001,623,6,230,500,1,1,yes
US001,541,4,9,100,1,1,yes
US001,283,3,6,1500,1,1,yes
US001,575,3,12,1500,1,1,yes
US001,575,4,27,100,1,1,yes
US001,575,5,8,1200,1,1,yes
US001,562,3,6,1500,1,1,yes
US001,562,4,17,100,1,1,yes
US001,562,5,21,1200,1,1,yes
US001,608,6,120,500,1,1,yes
US001,130,3,6,1500,1,1,yes
US001,130,6,47,500,1,1,yes
US001,535,3,3,1500,1,1,yes
US001,535,6,123,500,1,1,yes
US001,299,4,27,100,1,1,yes
US001,529,5,34,1200,1,1,yes
US001,127,3,15,1500,1,1,yes
US001,127,5,27,1200,1,1,yes
US001,422,3,2,1500,1,1,yes
US001,422,6,231,500,1,1,yes
US001,82,3,4,1500,1,1,yes
US001,91,5,29,1200,1,1,yes
US001,522,3,7,1500,1,1,yes
US001,308,3,15,1500,1,1,yes
US001,308,4,20,100,1,1,yes
US001,308,6,42,500,1,1,yes
US001,594,6,112,500,1,1,yes
US001,527,3,10,1500,1,1,yes
US001,527,4,27,100,1,1,yes
US001,527,5,11,1200,1,1,yes
US001,527,6,249,500,1,1,yes
US001,700,4,3,100,1,1,yes
US001,607,6,20,500,1,1,yes
US001,37,4,11,100,1,1,yes
US001,37,6,15,500,1,1,yes
US001,224,3,16,1500,1,1,yes
US001,224,4,6,100,1,1,yes
US001,224,6,78,500,1,1,yes
US001,550,3,4,1500,1,1,yes
US001,550,5,6,1200,1,1,yes
US001,276,3,6,1500,1,1,yes
US001,276,6,288,500,1,1,yes
US001,337,6,179,500,1,1,yes
US001,56,1,1,250000,1,1,yes
US001,56,2,1,3000000,1,1,yes
US001,56,5,21,1200,1,1,yes
US001,156,4,9,100,1,1,yes
US001,90,5,10,1200,1,1,yes
US001,723,3,1,1500,1,1,yes
US001,723,6,147,500,1,1,yes
US001,344,3,2,1500,1,1,yes
US001,344,4,26,100,1,1,yes
US001,107,4,20,100,1,1,yes
US001,107,6,87,500,1,1,yes
US001,28,3,17,1500,1,1,yes
US001,28,4,16,100,1,1,no
US001,28,5,32,1200,1,1,yes
US001,220,3,15,1500,1,1,yes
US001,220,5,26,1200,1,1,yes
US001,247,3,15,1500,1,1,yes
US001,183,3,10,1500,1,1,yes
US001,183,4,25,100,1,1,yes
US001,706,3,14,1500,1,1,yes
US001,706,4,20,100,1,1,yes
US001,706,5,2,1200,1,1,yes
US001,706,6,126,500,1,1,yes
US001,175,3,2,1500,1,1,yes
US001,175,4,16,100,1,1,yes
US001,175,5,28,1200,1,1,yes
US001,571,3,2,1500,1,1,yes
US001,571,5,11,1200,1,1,yes
US001,501,3,9,1500,1,1,yes
US001,501,6,237,500,1,1,yes
US001,711,1,1,250000,1,1,yes
US001,711,2,1,3000000,1,1,yes
US001,711,4,16,100,1,1,yes
US001,711,6,222,500,1,1,yes
US001,670,1,1,250000,1,1,yes
US001,670,2,1,3000000,1,1,yes
US001,670,5,19,1200,1,1,yes
US001,298,4,21,100,1,1,yes
US001,298,6,32,500,1,1,yes
US001,125,3,4,1500,1,1,yes
US001,7,5,20,1200,1,1,yes
US001,302,4,14,100,1,1,yes
US001,454,4,12,100,1,1,yes
US001,341,5,37,1200,1,1,yes
US001,407,1,1,250000,1,1,yes
US001,407,2,1,3000000,1,1,yes
US001,407,5,8,1200,1,1,yes
US001,626,3,9,1500,1,1,yes
US001,626,4,27,100,1,1,yes
US001,686,3,18,1500,1,1,yes
US001,84,3,16,1500,1,1,yes
US001,84,5,25,1200,1,1,yes
US001,74,3,1,1500,1,1,yes
US001,74,5,37,1200,1,1,yes
US001,481,5,5,1200,1,1,yes
US001,490,3,12,1500,1,1,yes
US001,490,4,3,100,1,1,yes
US001,490,6,297,500,1,1,yes
US001,57,3,10,1500,1,1,yes
US001,57,5,17,1200,1,1,yes
US001,16,5,22,1200,1,1,yes
US001,431,6,30,500,1,1,yes
US001,231,4,28,100,1,1,yes
US001,100,4,5,100,1,1,yes
US001,674,3,6,1500,1,1,yes
US001,674,4,28,100,1,1,yes
US001,674,5,31,1200,1,1,yes
US001,674,6,269,500,1,1,yes
US001,380,3,17,1500,1,1,yes
US001,524,1,1,250000,1,1,yes
US001,524,2,1,3000000,1,1,yes
US001,524,5,22,1200,1,1,yes
US001,524,6,120,500,1,1,yes
US001,713,5,24,1200,1,1,yes
US001,356,3,6,1500,1,1,yes
US001,356,5,39,1200,1,1,yes
US001,653,5,17,1200,1,1,yes
US001,581,3,11,1500,1,1,yes
US001,581,5,26,1200,1,1,yes
US001,704,3,6,1500,1,1,yes
US001,704,5,37,1200,1,1,yes
US001,296,3,11,1500,1,1,yes
US001,534,3,16,1500,1,1,yes
US001,534,6,183,500,1,1,yes
US001,396,3,4,1500,1,1,yes
US001,396,4,9,100,1,1,yes
US001,696,4,12,100,1,1,yes
US001,81,3,19,1500,1,1,yes
US001,81,4,19,100,1,1,yes
US001,24,6,86,500,1,1,yes
US001,599,3,17,1500,1,1,yes
US001,599,4,22,100,1,1,yes
US001,599,5,11,1200,1,1,yes
US001,654,5,7,1200,1,1,yes
US001,41,3,5,1500,1,1,yes
US001,235,1,1,250000,1,1,yes
US001,235,2,1,3000000,1,1,yes
US001,235,4,4,100,1,1,yes
US001,235,5,3,1200,1,1,yes
US001,452,3,5,1500,1,1,yes
US001,452,4,19,100,1,1,yes
US001,38,4,6,100,1,1,yes
US001,275,3,1,1500,1,1,yes
US001,275,4,18,100,1,1,yes
US001,275,5,9,1200,1,1,yes
US001,275,6,158,500,1,1,yes
US001,358,3,9,1500,1,1,yes
US001,546,3,3,1500,1,1,yes
US001,546,5,30,1200,1,1,yes
US001,546,6,206,500,1,1,yes
US001,339,4,16,100,1,1,yes
US001,339,6,259,500,1,1,yes
US001,362,3,11,1500,1,1,yes
US001,362,5,12,1200,1,1,yes
US001,491,4,13,100,1,1,yes
US001,577,3,6,1500,1,1,yes
US001,577,5,32,1200,1,1,yes
US001,577,6,30,500,1,1,yes
US001,426,1,1,250000,1,1,yes
US001,426,2,1,3000000,1,1,yes
US001,426,5,18,1200,1,1,yes
US001,426,6,271,500,1,1,yes
US001,369,3,17,1500,1,1,yes
US001,166,5,2,1200,1,1,yes
US001,472,6,13,500,1,1,yes
US001,745,6,78,500,1,1,yes
US001,195,4,16,100,1,1,yes
US001,740,3,3,1500,1,1,yes
US001,740,4,8,100,1,1,yes
US001,318,3,18,1500,1,1,yes
US001,318,6,177,500,1,1,yes
US001,432,2,1,3000000,1,1,yes
US001,432,4,15,100,1,1,yes
US001,304,5,10,1200,1,1,yes
US001,588,1,1,250000,1,1,yes
US001,588,2,1,3000000,1,1,yes
US001,588,4,13,100,1,1,yes
US001,588,5,3,1200,1,1,yes
US001,588,6,47,500,1,1,yes
US001,101,3,16,1500,1,1,yes
US001,101,4,14,100,1,1,yes
US001,101,6,251,500,1,1,yes
US001,86,5,27,1200,1,1,yes
US001,530,2,1,3000000,1,1,yes
US001,530,5,10,1200,1,1,yes
US001,677,3,19,1500,1,1,yes
US001,677,4,22,100,1,1,yes
US001,423,3,9,1500,1,1,yes
US001,423,5,23,1200,1,1,yes
US001,521,3,15,1500,1,1,yes
US001,521,6,39,500,1,1,yes
US001,193,4,22,100,1,1,yes
US001,366,3,17,1500,1,1,yes
US001,366,5,10,1200,1,1,yes
US001,60,1,1,250000,1,1,yes
US001,60,2,1,3000000,1,1,yes
US001,60,4,22,100,1,1,yes
US001,60,6,285,500,1,1,yes
US001,123,6,197,500,1,1,yes
US001,325,1,1,250000,1,1,yes
US001,325,2,1,3000000,1,1,yes
US001,325,4,4,100,1,1,yes
US001,325,6,32,500,1,1,yes
US001,102,4,20,100,1,1,yes
US001,330,3,13,1500,1,1,yes
US001,721,3,4,1500,1,1,yes
US001,721,5,12,1200,1,1,yes
US001,399,3,15,1500,1,1,yes
US001,399,5,37,1200,1,1,yes
US001,399,6,180,500,1,1,yes
US001,248,1,1,250000,1,1,yes
US001,248,2,1,3000000,1,1,yes
US001,248,6,268,500,1,1,yes
US001,274,3,9,1500,1,1,yes
US001,274,4,5,100,1,1,yes
US001,708,3,18,1500,1,1,yes
US001,128,3,10,1500,1,1,yes
US001,128,6,216,500,1,1,yes
US001,420,2,1,3000000,1,1,yes
US001,420,4,9,100,1,1,yes
US001,420,5,14,1200,1,1,yes
US001,420,6,183,500,1,1,yes
US001,602,3,2,1500,1,1,yes
US001,466,4,13,100,1,1,yes
US001,466,6,215,500,1,1,yes
US001,701,3,15,1500,1,1,yes
US001,701,6,212,500,1,1,yes
US001,439,3,17,1500,1,1,yes
US001,439,4,1,100,1,1,yes
US001,428,3,16,1500,1,1,yes
US001,428,4,23,100,1,1,yes
US001,428,6,35,500,1,1,yes
US001,600,6,140,500,1,1,yes
US001,209,3,14,1500,1,1,yes
US001,676,1,1,250000,1,1,yes
US001,676,2,1,3000000,1,1,yes
US001,676,5,2,1200,1,1,yes
US001,595,3,6,1500,1,1,yes
US001,595,4,12,100,1,1,yes
US001,595,5,34,1200,1,1,yes
US001,595,6,236,500,1,1,yes
US001,695,6,221,500,1,1,yes
US001,263,3,19,1500,1,1,yes
US001,263,4,26,100,1,1,yes
US001,263,5,18,1200,1,1,yes
US001,263,6,33,500,1,1,yes
US001,487,3,8,1500,1,1,yes
US001,487,5,21,1200,1,1,yes
US001,576,3,12,1500,1,1,yes
US001,576,5,16,1200,1,1,yes
US001,650,5,38,1200,1,1,no
US001,204,4,11,100,1,1,yes
US001,149,1,1,250000,1,1,yes
US001,149,2,1,3000000,1,1,yes
US001,149,4,22,100,1,1,yes
US001,149,5,17,1200,1,1,yes
US001,634,3,6,1500,1,1,yes
US001,634,6,232,500,1,1,yes
US001,113,3,5,1500,1,1,yes
US001,113,6,82,500,1,1,yes
US001,687,1,1,250000,1,1,yes
US001,687,2,1,3000000,1,1,yes
US001,50,3,1,1500,1,1,yes
US001,50,4,20,100,1,1,yes
US001,50,6,82,500,1,1,yes
US001,738,3,15,1500,1,1,yes
US001,738,6,229,500,1,1,yes
US001,89,2,1,3000000,1,1,yes
US001,161,2,1,3000000,1,1,yes
US001,161,5,24,1200,1,1,yes
US001,180,4,2,100,1,1,yes
US001,27,4,22,100,1,1,yes
US001,27,6,226,500,1,1,yes
US001,526,3,5,1500,1,1,yes
US001,526,4,23,100,1,1,yes
US001,216,3,2,1500,1,1,yes
US001,216,4,14,100,1,1,yes
US001,335,5,38,1200,1,1,yes
US001,207,3,8,1500,1,1,yes
US001,207,6,157,500,1,1,yes
US001,655,1,1,250000,1,1,yes
US001,655,2,1,3000000,1,1,yes
US001,655,4,16,100,1,1,yes
US001,655,5,33,1200,1,1,yes
US001,572,5,3,1200,1,1,yes
US001,258,5,11,1200,1,1,yes
US001,252,5,8,1200,1,1,yes
US001,252,6,157,500,1,1,yes
US001,621,3,18,1500,1,1,yes
US001,170,4,13,100,1,1,yes
US001,170,6,114,500,1,1,yes
