company_code,rie_id,general_ledger_number,cc_id,currency_id,debit_credit,amount
US001,54,501001,PSE04,1,credit,2100.0
US001,54,501001,PSE02,1,credit,9000.0
US001,55,501001,SSP03,1,credit,13200.0
US001,56,501001,SOY03,1,credit,10800.0
US001,56,501001,POY04,1,credit,700.0
US001,57,501001,PSE04,1,credit,1200.0
US001,57,501001,PSE02,1,credit,16500.0
US001,58,501001,SSP03,1,credit,14400.0
US001,59,501001,SSP03,1,credit,16800.0
US001,59,501001,PSP04,1,credit,1800.0
US001,60,501001,PSE04,1,credit,100.0
US001,61,501001,SOY03,1,credit,7200.0
US001,61,501001,POY02,1,credit,31500.0
US001,62,501001,SKG03,1,credit,7200.0
US001,62,501001,PKG04,1,credit,200.0
US001,63,501001,SSE03,1,credit,24000.0
US001,64,501001,SSE03,1,credit,25200.0
US001,65,501001,SSE03,1,credit,9600.0
US001,65,501001,PSE04,1,credit,900.0
US001,65,501001,PSE02,1,credit,3000.0
US001,66,501001,PSE02,1,credit,18000.0
US001,67,501001,POY04,1,credit,1200.0
US001,68,501001,POY02,1,credit,22500.0
US001,69,501001,SSP03,1,credit,25200.0
US001,69,501001,PSP04,1,credit,500.0
US001,69,501001,PSP02,1,credit,21000.0
US001,70,501001,SSE03,1,credit,2400.0
US001,70,501001,PSE02,1,credit,31500.0
US001,71,501001,SSE03,1,credit,19200.0
US001,71,501001,PSE04,1,credit,200.0
US001,71,501001,PSE02,1,credit,16500.0
US001,72,501001,SOY03,1,credit,21600.0
US001,72,501001,POY04,1,credit,1300.0
US001,72,501001,POY02,1,credit,3000.0
US001,73,501001,PSE04,1,credit,1500.0
US001,74,501001,POY02,1,credit,30000.0
US001,75,501001,SKG03,1,credit,3600.0
US001,76,501001,SSP03,1,credit,21600.0
US001,76,501001,PSP04,1,credit,1400.0
US001,76,501001,PSP02,1,credit,24000.0
US001,77,501001,PSP02,1,credit,27000.0
US001,78,501001,PKG02,1,credit,30000.0
US001,79,501001,SOY03,1,credit,9600.0
US001,79,501001,POY04,1,credit,500.0
US001,80,501001,SKG03,1,credit,21600.0
US001,80,501001,PKG04,1,credit,1600.0
US001,80,501001,PKG02,1,credit,9000.0
US001,81,501001,SSE03,1,credit,12000.0
US001,82,501001,POY04,1,credit,1700.0
US001,82,501001,POY02,1,credit,12000.0
US001,83,501001,SSE03,1,credit,2400.0
US001,83,501001,PSE02,1,credit,1500.0
US001,84,501001,SSP03,1,credit,8400.0
US001,84,501001,PSP02,1,credit,30000.0
US001,85,501001,SSE03,1,credit,25200.0
US001,85,501001,PSE04,1,credit,1400.0
US001,86,501001,SSE03,1,credit,9600.0
US001,86,501001,PSE04,1,credit,400.0
US001,86,501001,PSE02,1,credit,24000.0
US001,87,501001,PSP02,1,credit,31500.0
US001,88,501001,SSP03,1,credit,18000.0
US001,89,501001,SOY03,1,credit,12000.0
US001,89,501001,POY04,1,credit,1000.0
US001,89,501001,POY02,1,credit,19500.0
US001,90,501001,PSE02,1,credit,4500.0
US001,91,501001,SSE03,1,credit,16800.0
US001,92,501001,PSE04,1,credit,1600.0
US001,93,501001,SSE03,1,credit,21600.0
US001,93,501001,PSE02,1,credit,18000.0
US001,94,501001,SKG03,1,credit,4800.0
US001,94,501001,PKG04,1,credit,600.0
US001,95,501001,SSE03,1,credit,4800.0
US001,95,501001,PSE04,1,credit,200.0
US001,95,501001,PSE02,1,credit,25500.0
US001,96,501001,SOY03,1,credit,22800.0
US001,96,501001,POY04,1,credit,800.0
US001,97,501001,SSE03,1,credit,7200.0
US001,97,501001,PSE02,1,credit,3000.0
US001,98,501001,SSE03,1,credit,7200.0
US001,98,501001,PSE04,1,credit,1600.0
US001,98,501001,PSE02,1,credit,19500.0
US001,99,501001,SSE03,1,credit,1200.0
US001,99,501001,PSE04,1,credit,1500.0
US001,99,501001,PSE02,1,credit,22500.0
US001,100,501001,SOY03,1,credit,15600.0
US001,100,501001,POY04,1,credit,500.0
US001,100,501001,POY02,1,credit,16500.0
US001,101,501001,SSE03,1,credit,20400.0
US001,101,501001,PSE04,1,credit,600.0
US001,101,501001,PSE02,1,credit,28500.0
US001,102,501001,SSE03,1,credit,10800.0
US001,102,501001,PSE04,1,credit,300.0
US001,102,501001,PSE02,1,credit,12000.0
US001,103,501001,PSE04,1,credit,1800.0
US001,104,501001,PKG04,1,credit,1700.0
US001,104,501001,PKG02,1,credit,25500.0
US001,105,501001,SSP03,1,credit,24000.0
US001,105,501001,PSP04,1,credit,800.0
US001,105,501001,PSP02,1,credit,22500.0
US001,106,501001,POY04,1,credit,600.0
US001,106,501001,POY02,1,credit,16500.0
US001,107,501001,POY04,1,credit,1800.0
US001,108,501001,SSP03,1,credit,7200.0
US001,108,501001,PSP04,1,credit,1100.0
US001,108,501001,PSP02,1,credit,27000.0
US001,109,501001,SSP03,1,credit,16800.0
US001,109,501001,PSP04,1,credit,1200.0
US001,110,501001,PSE02,1,credit,9000.0
US001,111,501001,SSE03,1,credit,4800.0
US001,111,501001,PSE04,1,credit,900.0
US001,112,501001,PSP04,1,credit,1000.0
US001,112,501001,PSP02,1,credit,12000.0
US001,113,501001,POY02,1,credit,31500.0
US001,114,501001,PSE04,1,credit,2000.0
US001,114,501001,PSE02,1,credit,27000.0
US001,115,501001,SKG03,1,credit,19200.0
US001,115,501001,PKG02,1,credit,31500.0
US001,116,501001,SOY03,1,credit,14400.0
US001,117,501001,PSE02,1,credit,15000.0
US001,118,501001,SSP03,1,credit,19200.0
US001,118,501001,PSP04,1,credit,1200.0
US001,119,501001,SKG03,1,credit,25200.0
US001,119,501001,PKG04,1,credit,300.0
US001,119,501001,PKG02,1,credit,10500.0
US001,120,501001,SOY03,1,credit,16800.0
US001,120,501001,POY04,1,credit,1200.0
US001,121,501001,SOY03,1,credit,9600.0
US001,121,501001,POY04,1,credit,1800.0
US001,121,501001,POY02,1,credit,22500.0
US001,122,501001,PSE04,1,credit,100.0
US001,122,501001,PSE02,1,credit,16500.0
US001,123,501001,SOY03,1,credit,16800.0
US001,124,501001,SSE03,1,credit,19200.0
US001,124,501001,PSE04,1,credit,400.0
US001,124,501001,PSE02,1,credit,18000.0
US001,125,501001,POY02,1,credit,6000.0
US001,126,501001,POY04,1,credit,1500.0
US001,127,501001,PKG04,1,credit,2000.0
US001,128,501001,SOY03,1,credit,21600.0
US001,128,501001,POY04,1,credit,1700.0
US001,128,501001,POY02,1,credit,24000.0
US001,129,501001,SSP03,1,credit,21600.0
US001,129,501001,PSP02,1,credit,25500.0
US001,130,501001,PSE02,1,credit,16500.0
US001,131,501001,PSP04,1,credit,200.0
US001,132,501001,SKG03,1,credit,13200.0
US001,132,501001,PKG02,1,credit,28500.0
US001,133,501001,SSE03,1,credit,3600.0
US001,134,501001,SOY03,1,credit,15600.0
US001,134,501001,POY04,1,credit,1200.0
US001,134,501001,POY02,1,credit,12000.0
US001,135,501001,PSE02,1,credit,12000.0
US001,136,501001,SOY03,1,credit,4800.0
US001,137,501001,SSE03,1,credit,3600.0
US001,138,501001,SSP03,1,credit,19200.0
US001,138,501001,PSP04,1,credit,100.0
US001,138,501001,PSP02,1,credit,7500.0
US001,139,501001,PKG02,1,credit,18000.0
US001,140,501001,SOY03,1,credit,19200.0
US001,140,501001,POY04,1,credit,2100.0
US001,140,501001,POY02,1,credit,12000.0
US001,141,501001,SOY03,1,credit,9600.0
US001,141,501001,POY02,1,credit,27000.0
US001,142,501001,SKG03,1,credit,13200.0
US001,142,501001,PKG04,1,credit,800.0
US001,142,501001,PKG02,1,credit,31500.0
US001,143,501001,SSE03,1,credit,25200.0
US001,143,501001,PSE04,1,credit,2000.0
US001,144,501001,SSE03,1,credit,21600.0
US001,144,501001,PSE04,1,credit,2100.0
US001,145,501001,PSE04,1,credit,800.0
US001,146,501001,SSE03,1,credit,8400.0
US001,146,501001,PSE04,1,credit,1800.0
US001,147,501001,SOY03,1,credit,1200.0
US001,147,501001,POY04,1,credit,1500.0
US001,147,501001,POY02,1,credit,19500.0
US001,148,501001,PSE02,1,credit,28500.0
US001,149,501001,POY04,1,credit,1100.0
US001,150,501001,SOY03,1,credit,2400.0
US001,151,501001,POY02,1,credit,31500.0
US001,152,501001,SSE03,1,credit,7200.0
US001,152,501001,PSE02,1,credit,28500.0
US001,153,501001,SSE03,1,credit,9600.0
US001,153,501001,PSE02,1,credit,1500.0
US001,154,501001,SSE03,1,credit,6000.0
US001,154,501001,PSE04,1,credit,1000.0
US001,155,501001,SSP03,1,credit,12000.0
US001,155,501001,PSP04,1,credit,1200.0
US001,156,501001,SSE03,1,credit,2400.0
US001,156,501001,PSE04,1,credit,2000.0
US001,156,501001,PSE02,1,credit,1500.0
US001,157,501001,PSE04,1,credit,1200.0
US001,158,501001,SSE03,1,credit,18000.0
US001,158,501001,PSE02,1,credit,1500.0
US001,159,501001,PSE04,1,credit,400.0
US001,159,501001,PSE02,1,credit,27000.0
US001,160,501001,PSP04,1,credit,2100.0
US001,160,501001,PSP02,1,credit,18000.0
US001,161,501001,SSP03,1,credit,2400.0
US001,161,501001,PSP02,1,credit,7500.0
US001,162,501001,SOY03,1,credit,22800.0
US001,162,501001,POY04,1,credit,1700.0
US001,162,501001,POY02,1,credit,22500.0
US001,163,501001,SOY03,1,credit,21600.0
US001,164,501001,SSE03,1,credit,4800.0
US001,164,501001,PSE04,1,credit,700.0
US001,165,501001,SOY03,1,credit,10800.0
US001,165,501001,POY04,1,credit,500.0
US001,166,501001,PSE02,1,credit,25500.0
US001,167,501001,PSE04,1,credit,800.0
US001,168,501001,SSP03,1,credit,9600.0
US001,168,501001,PSP04,1,credit,200.0
US001,168,501001,PSP02,1,credit,24000.0
US001,169,501001,SSP03,1,credit,25200.0
US001,169,501001,PSP04,1,credit,1400.0
US001,169,501001,PSP02,1,credit,24000.0
US001,170,501001,SKG03,1,credit,10800.0
US001,170,501001,PKG04,1,credit,300.0
US001,171,501001,PSE04,1,credit,800.0
US001,171,501001,PSE02,1,credit,3000.0
US001,172,501001,SKG03,1,credit,8400.0
US001,172,501001,PKG04,1,credit,500.0
US001,173,501001,PSE04,1,credit,1200.0
US001,173,501001,PSE02,1,credit,27000.0
US001,174,501001,SSE03,1,credit,18000.0
US001,174,501001,PSE04,1,credit,1200.0
US001,174,501001,PSE02,1,credit,6000.0
US001,175,501001,PKG02,1,credit,3000.0
US001,176,501001,PSE02,1,credit,15000.0
US001,177,501001,SSE03,1,credit,16800.0
US001,177,501001,PSE04,1,credit,1500.0
US001,177,501001,PSE02,1,credit,22500.0
US001,178,501001,SSE03,1,credit,14400.0
US001,178,501001,PSE04,1,credit,1800.0
US001,179,501001,SSE03,1,credit,21600.0
US001,179,501001,PSE02,1,credit,27000.0
US001,180,501001,SOY03,1,credit,19200.0
US001,180,501001,POY04,1,credit,1100.0
US001,180,501001,POY02,1,credit,16500.0
US001,181,501001,SSE03,1,credit,21600.0
US001,181,501001,PSE04,1,credit,500.0
US001,181,501001,PSE02,1,credit,10500.0
US001,182,501001,SSE03,1,credit,7200.0
US001,182,501001,PSE02,1,credit,15000.0
US001,183,501001,SSE03,1,credit,9600.0
US001,183,501001,PSE04,1,credit,1600.0
US001,183,501001,PSE02,1,credit,12000.0
US001,184,501001,SSE03,1,credit,16800.0
US001,184,501001,PSE04,1,credit,2100.0
US001,184,501001,PSE02,1,credit,31500.0
US001,185,501001,POY04,1,credit,700.0
US001,186,501001,POY02,1,credit,6000.0
US001,187,501001,SSP03,1,credit,18000.0
US001,187,501001,PSP04,1,credit,300.0
US001,187,501001,PSP02,1,credit,4500.0
US001,188,501001,SSE03,1,credit,13200.0
US001,188,501001,PSE04,1,credit,1100.0
US001,188,501001,PSE02,1,credit,24000.0
US001,189,501001,SKG03,1,credit,21600.0
US001,189,501001,PKG04,1,credit,300.0
US001,189,501001,PKG02,1,credit,25500.0
US001,190,501001,SSE03,1,credit,1200.0
US001,190,501001,PSE04,1,credit,1000.0
US001,191,501001,SSE03,1,credit,9600.0
US001,191,501001,PSE04,1,credit,1300.0
US001,191,501001,PSE02,1,credit,24000.0
US001,192,501001,SSE03,1,credit,22800.0
US001,192,501001,PSE04,1,credit,1900.0
US001,193,501001,SSE03,1,credit,25200.0
US001,193,501001,PSE04,1,credit,2100.0
US001,193,501001,PSE02,1,credit,3000.0
US001,194,501001,SSP03,1,credit,20400.0
US001,195,501001,SSE03,1,credit,7200.0
US001,195,501001,PSE04,1,credit,1400.0
US001,195,501001,PSE02,1,credit,31500.0
US001,196,501001,PSE02,1,credit,18000.0
US001,197,501001,SSE03,1,credit,12000.0
US001,198,501001,SSP03,1,credit,3600.0
US001,198,501001,PSP04,1,credit,1800.0
US001,198,501001,PSP02,1,credit,30000.0
US001,199,501001,PSE04,1,credit,1600.0
US001,199,501001,PSE02,1,credit,30000.0
US001,200,501001,PSE02,1,credit,27000.0
US001,201,501001,SSE03,1,credit,6000.0
US001,201,501001,PSE04,1,credit,1900.0
US001,201,501001,PSE02,1,credit,25500.0
US001,202,501001,SSE03,1,credit,8400.0
US001,202,501001,PSE04,1,credit,1300.0
US001,202,501001,PSE02,1,credit,1500.0
US001,203,501001,PSP02,1,credit,16500.0
US001,204,501001,PKG02,1,credit,25500.0
US001,205,501001,SKG03,1,credit,6000.0
US001,205,501001,PKG04,1,credit,200.0
US001,205,501001,PKG02,1,credit,22500.0
US001,206,501001,PSE04,1,credit,1700.0
US001,206,501001,PSE02,1,credit,3000.0
US001,207,501001,SKG03,1,credit,9600.0
US001,207,501001,PKG04,1,credit,2100.0
US001,207,501001,PKG02,1,credit,6000.0
US001,208,501001,PSP02,1,credit,16500.0
US001,209,501001,SOY03,1,credit,4800.0
US001,209,501001,POY02,1,credit,25500.0
US001,210,501001,PSP04,1,credit,200.0
US001,211,501001,SSE03,1,credit,24000.0
US001,211,501001,PSE02,1,credit,12000.0
US001,212,501001,SSE03,1,credit,3600.0
US001,212,501001,PSE04,1,credit,400.0
US001,212,501001,PSE02,1,credit,15000.0
US001,213,501001,SSE03,1,credit,8400.0
US001,213,501001,PSE02,1,credit,13500.0
US001,214,501001,SKG03,1,credit,2400.0
US001,214,501001,PKG02,1,credit,3000.0
US001,215,501001,PSE02,1,credit,30000.0
US001,216,501001,SSE03,1,credit,3600.0
US001,216,501001,PSE04,1,credit,2000.0
US001,216,501001,PSE02,1,credit,7500.0
US001,217,501001,SKG03,1,credit,13200.0
US001,217,501001,PKG04,1,credit,1000.0
US001,218,501001,SSE03,1,credit,15600.0
US001,218,501001,PSE04,1,credit,1700.0
US001,218,501001,PSE02,1,credit,24000.0
US001,219,501001,PSE04,1,credit,700.0
US001,220,501001,SSE03,1,credit,13200.0
US001,220,501001,PSE02,1,credit,18000.0
US001,221,501001,SOY03,1,credit,24000.0
US001,222,501001,SSE03,1,credit,1200.0
US001,223,501001,SSE03,1,credit,9600.0
US001,224,501001,SSE03,1,credit,16800.0
US001,224,501001,PSE04,1,credit,500.0
US001,224,501001,PSE02,1,credit,13500.0
US001,225,501001,POY04,1,credit,1200.0
US001,225,501001,POY02,1,credit,22500.0
US001,226,501001,SSE03,1,credit,10800.0
US001,226,501001,PSE04,1,credit,900.0
US001,226,501001,PSE02,1,credit,13500.0
US001,227,501001,SSE03,1,credit,25200.0
US001,228,501001,SKG03,1,credit,3600.0
US001,228,501001,PKG02,1,credit,31500.0
US001,229,501001,PKG04,1,credit,700.0
US001,229,501001,PKG02,1,credit,19500.0
US001,230,501001,SKG03,1,credit,25200.0
US001,230,501001,PKG04,1,credit,1200.0
US001,230,501001,PKG02,1,credit,24000.0
US001,231,501001,PSE04,1,credit,200.0
US001,232,501001,SSE03,1,credit,7200.0
US001,232,501001,PSE04,1,credit,1800.0
US001,232,501001,PSE02,1,credit,3000.0
US001,233,501001,SSE03,1,credit,4800.0
US001,233,501001,PSE04,1,credit,400.0
US001,233,501001,PSE02,1,credit,12000.0
US001,234,501001,SSE03,1,credit,10800.0
US001,234,501001,PSE04,1,credit,1300.0
US001,234,501001,PSE02,1,credit,22500.0
US001,235,501001,SOY03,1,credit,2400.0
US001,235,501001,POY04,1,credit,2100.0
US001,235,501001,POY02,1,credit,9000.0
US001,236,501001,SSE03,1,credit,2400.0
US001,236,501001,PSE02,1,credit,15000.0
US001,237,501001,PSE04,1,credit,2000.0
US001,238,501001,SSE03,1,credit,2400.0
US001,238,501001,PSE04,1,credit,700.0
US001,238,501001,PSE02,1,credit,9000.0
US001,239,501001,SOY03,1,credit,12000.0
US001,239,501001,POY04,1,credit,200.0
US001,239,501001,POY02,1,credit,16500.0
US001,240,501001,SOY03,1,credit,8400.0
US001,241,501001,SSE03,1,credit,10800.0
US001,242,501001,POY04,1,credit,1300.0
US001,242,501001,POY02,1,credit,1500.0
US001,243,501001,SSE03,1,credit,13200.0
US001,243,501001,PSE04,1,credit,300.0
US001,244,501001,SOY03,1,credit,3600.0
US001,244,501001,POY02,1,credit,12000.0
US001,245,501001,SSE03,1,credit,8400.0
US001,245,501001,PSE04,1,credit,200.0
US001,245,501001,PSE02,1,credit,25500.0
US001,246,501001,SSE03,1,credit,20400.0
US001,246,501001,PSE04,1,credit,100.0
US001,246,501001,PSE02,1,credit,18000.0
US001,247,501001,PSP04,1,credit,400.0
US001,247,501001,PSP02,1,credit,16500.0
US001,248,501001,SSE03,1,credit,1200.0
US001,249,501001,SSE03,1,credit,8400.0
US001,249,501001,PSE04,1,credit,1100.0
US001,249,501001,PSE02,1,credit,6000.0
US001,250,501001,SSE03,1,credit,22800.0
US001,251,501001,SSE03,1,credit,8400.0
US001,251,501001,PSE04,1,credit,1600.0
US001,251,501001,PSE02,1,credit,27000.0
US001,252,501001,SSP03,1,credit,4800.0
US001,252,501001,PSP04,1,credit,2000.0
US001,253,501001,PSE02,1,credit,18000.0
US001,254,501001,SSE03,1,credit,21600.0
US001,254,501001,PSE04,1,credit,1400.0
US001,254,501001,PSE02,1,credit,27000.0
US001,255,501001,SSE03,1,credit,1200.0
US001,255,501001,PSE04,1,credit,1900.0
US001,255,501001,PSE02,1,credit,19500.0
US001,256,501001,SSE03,1,credit,6000.0
US001,256,501001,PSE04,1,credit,800.0
US001,256,501001,PSE02,1,credit,31500.0
US001,257,501001,SKG03,1,credit,4800.0
US001,257,501001,PKG02,1,credit,22500.0
US001,258,501001,PSE04,1,credit,1300.0
US001,258,501001,PSE02,1,credit,12000.0
US001,259,501001,SSE03,1,credit,6000.0
US001,259,501001,PSE02,1,credit,28500.0
US001,260,501001,SSE03,1,credit,16800.0
US001,260,501001,PSE02,1,credit,21000.0
US001,261,501001,PSE04,1,credit,1500.0
US001,262,501001,POY04,1,credit,1100.0
US001,262,501001,POY02,1,credit,25500.0
US001,263,501001,POY04,1,credit,1300.0
US001,263,501001,POY02,1,credit,7500.0
US001,264,501001,SOY03,1,credit,6000.0
US001,264,501001,POY02,1,credit,9000.0
US001,265,501001,SKG03,1,credit,15600.0
US001,265,501001,PKG04,1,credit,300.0
US001,265,501001,PKG02,1,credit,12000.0
US001,266,501001,PSP04,1,credit,1700.0
US001,266,501001,PSP02,1,credit,25500.0
US001,267,501001,SSE03,1,credit,10800.0
US001,267,501001,PSE04,1,credit,1800.0
US001,268,501001,SSE03,1,credit,9600.0
US001,268,501001,PSE04,1,credit,1400.0
US001,268,501001,PSE02,1,credit,19500.0
US001,269,501001,PKG02,1,credit,9000.0
US001,270,501001,PKG04,1,credit,900.0
US001,271,501001,SSP03,1,credit,3600.0
US001,272,501001,SSE03,1,credit,25200.0
US001,272,501001,PSE04,1,credit,200.0
US001,272,501001,PSE02,1,credit,27000.0
US001,273,501001,PSE04,1,credit,200.0
US001,273,501001,PSE02,1,credit,7500.0
US001,274,501001,PSE04,1,credit,1500.0
US001,274,501001,PSE02,1,credit,21000.0
US001,275,501001,SSE03,1,credit,21600.0
US001,275,501001,PSE04,1,credit,400.0
US001,275,501001,PSE02,1,credit,27000.0
US001,276,501001,SSE03,1,credit,13200.0
US001,276,501001,PSE04,1,credit,700.0
US001,276,501001,PSE02,1,credit,30000.0
US001,277,501001,SSE03,1,credit,3600.0
US001,277,501001,PSE04,1,credit,2000.0
US001,277,501001,PSE02,1,credit,27000.0
US001,278,501001,SKG03,1,credit,14400.0
US001,278,501001,PKG04,1,credit,1200.0
US001,278,501001,PKG02,1,credit,6000.0
US001,279,501001,SSP03,1,credit,8400.0
US001,279,501001,PSP04,1,credit,500.0
US001,279,501001,PSP02,1,credit,28500.0
US001,280,501001,SSE03,1,credit,8400.0
US001,280,501001,PSE04,1,credit,700.0
US001,280,501001,PSE02,1,credit,6000.0
US001,281,501001,SSE03,1,credit,20400.0
US001,281,501001,PSE02,1,credit,28500.0
US001,282,501001,SOY03,1,credit,6000.0
US001,282,501001,POY04,1,credit,2000.0
US001,282,501001,POY02,1,credit,18000.0
US001,283,501001,SOY03,1,credit,3600.0
US001,283,501001,POY04,1,credit,1500.0
US001,283,501001,POY02,1,credit,12000.0
US001,284,501001,SSE03,1,credit,1200.0
US001,285,501001,SSE03,1,credit,24000.0
US001,285,501001,PSE04,1,credit,1900.0
US001,285,501001,PSE02,1,credit,19500.0
US001,286,501001,PSE02,1,credit,31500.0
US001,287,501001,SOY03,1,credit,25200.0
US001,287,501001,POY04,1,credit,1800.0
US001,287,501001,POY02,1,credit,10500.0
US001,288,501001,SSE03,1,credit,20400.0
US001,288,501001,PSE04,1,credit,500.0
US001,288,501001,PSE02,1,credit,16500.0
US001,289,501001,SSE03,1,credit,13200.0
US001,290,501001,SKG03,1,credit,14400.0
US001,291,501001,SSE03,1,credit,10800.0
US001,291,501001,PSE04,1,credit,1100.0
US001,292,501001,SSE03,1,credit,18000.0
US001,292,501001,PSE02,1,credit,6000.0
US001,293,501001,SSE03,1,credit,10800.0
US001,293,501001,PSE02,1,credit,1500.0
US001,294,501001,PSE02,1,credit,3000.0
US001,295,501001,PKG02,1,credit,16500.0
US001,296,501001,PSP04,1,credit,600.0
US001,297,501001,SSE03,1,credit,6000.0
US001,297,501001,PSE02,1,credit,24000.0
US001,298,501001,PSE04,1,credit,900.0
US001,299,501001,SSE03,1,credit,13200.0
US001,299,501001,PSE04,1,credit,1500.0
US001,299,501001,PSE02,1,credit,31500.0
US001,300,501001,SSE03,1,credit,20400.0
US001,300,501001,PSE02,1,credit,1500.0
US001,301,501001,PSE04,1,credit,700.0
US001,302,501001,SSP03,1,credit,13200.0
US001,302,501001,PSP04,1,credit,200.0
US001,302,501001,PSP02,1,credit,9000.0
US001,303,501001,SSE03,1,credit,12000.0
US001,303,501001,PSE04,1,credit,1400.0
US001,303,501001,PSE02,1,credit,12000.0
US001,304,501001,SSE03,1,credit,14400.0
US001,305,501001,SKG03,1,credit,6000.0
US001,305,501001,PKG04,1,credit,2100.0
US001,306,501001,PSP04,1,credit,1000.0
