company_code,employee_id,grade_code,currency_id,salary
US001,XH374,3,1,29523
US001,CZ560,3,1,29462
US001,IB743,2,1,38513
US001,IQ432,3,1,19856
US001,YU957,2,1,46262
US001,YJ843,3,1,18227
US001,LW044,2,1,43614
US001,JC349,3,1,10644
US001,SD907,2,1,40457
US001,WY288,2,1,40075
US001,WV605,3,1,26113
US001,WT290,3,1,19384
US001,MI588,2,1,34695
US001,LE867,3,1,25628
US001,PA869,3,1,10779
US001,EL104,3,1,13993
US001,FK463,3,1,24531
US001,AZ075,3,1,18044
US001,JN191,3,1,19604
US001,VU985,3,1,11309
US001,XE676,2,1,55614
US001,QR820,2,1,34470
US001,UE730,3,1,22857
US001,NT898,3,1,10432
US001,XL821,2,1,45738
US001,OC883,3,1,27451
US001,IF552,2,1,48360
US001,TH791,3,1,18971
US001,IA842,3,1,17978
US001,DN604,2,1,45541
US001,LZ209,3,1,11204
US001,MA617,3,1,18049
US001,ME316,3,1,26060
US001,RG637,2,1,38771
US001,HR965,3,1,15071
US001,HV965,3,1,19362
US001,HB357,2,1,39607
US001,KS359,3,1,26130
US001,QB470,2,1,49924
US001,TT513,2,1,45552
US001,NB480,2,1,46981
US001,WZ396,3,1,29787
US001,OF399,2,1,58857
US001,XN451,3,1,13872
US001,OS854,2,1,30529
US001,UL256,3,1,14129
US001,AO050,2,1,39853
US001,VU789,3,1,19251
US001,PJ368,3,1,27481
US001,DK717,2,1,53200
US001,WS357,2,1,41014
US001,KM038,3,1,19726
US001,NO648,2,1,53962
US001,OB791,3,1,27362
US001,GD467,2,1,30872
US001,CW588,2,1,45215
US001,XX559,2,1,41461
US001,ES976,2,1,41830
US001,JJ287,2,1,52339
US001,GR339,2,1,54412
US001,NK130,3,1,29359
US001,BY683,3,1,14341
US001,QP708,3,1,11193
US001,RH196,3,1,10092
US001,BY696,3,1,18271
US001,TM685,2,1,48128
US001,AH431,2,1,44929
US001,JE338,2,1,52470
US001,LG310,2,1,33525
US001,OU976,3,1,27877
US001,AB490,3,1,16264
US001,GO893,3,1,10477
US001,VK497,3,1,24079
US001,BV384,2,1,55506
US001,FO599,3,1,24015
US001,SK246,3,1,29493
US001,GV117,3,1,28862
US001,WZ405,2,1,52577
US001,ZW244,2,1,53205
US001,GO638,2,1,50717
US001,KY594,2,1,51261
US001,ZA883,2,1,45790
US001,AL323,2,1,58137
US001,BP423,3,1,22631
US001,WJ433,3,1,25588
US001,OM988,3,1,22840
US001,QL283,3,1,16437
US001,XD205,3,1,19714
US001,JC594,3,1,25239
US001,BO766,2,1,57198
US001,HR082,2,1,54844
US001,EU814,2,1,32164
US001,WM015,2,1,39950
US001,DD057,2,1,57403
US001,LM911,2,1,30105
US001,WQ566,2,1,52761
US001,LG082,3,1,24182
US001,LI464,3,1,29074
US001,TT546,3,1,19383
US001,WN042,3,1,25481
US001,XN613,2,1,59841
US001,FS912,3,1,20189
US001,QS021,2,1,34675
US001,KY270,3,1,15421
US001,MF903,2,1,45676
US001,BE750,2,1,52781
US001,BL374,2,1,47992
US001,XQ651,2,1,59120
US001,KH125,3,1,26308
US001,QX548,2,1,40837
US001,CZ836,3,1,27627
US001,FP435,2,1,35030
US001,HR079,2,1,43944
US001,QM237,2,1,49197
US001,PA799,3,1,27740
US001,XT040,2,1,56601
US001,RE926,3,1,11591
US001,LD793,3,1,12241
US001,JV376,3,1,17537
US001,KC756,2,1,38755
US001,HM494,2,1,56856
US001,TR196,2,1,32791
US001,PU735,3,1,12061
US001,KF644,3,1,10837
US001,BH765,3,1,20913
US001,NN865,2,1,53678
US001,KU256,3,1,24068
US001,IL307,3,1,12251
US001,OL432,3,1,23279
US001,OE066,2,1,52978
US001,DU157,2,1,45947
US001,FY618,2,1,31602
US001,SY316,3,1,14042
US001,JO056,3,1,14009
US001,DT168,3,1,17183
US001,JN591,2,1,50137
US001,LP190,3,1,13642
US001,FK734,3,1,14411
US001,SD395,3,1,19584
US001,BE269,3,1,24351
US001,HQ611,2,1,34906
US001,SP105,2,1,35999
US001,JG749,3,1,16071
US001,IH800,3,1,23563
US001,SW308,3,1,15281
US001,DO715,2,1,32202
US001,UA578,2,1,50394
US001,IW753,2,1,36984
US001,KW910,3,1,11427
US001,XJ421,3,1,28202
US001,VI554,2,1,33545
US001,QN520,2,1,51633
US001,SW898,2,1,42425
US001,ZQ936,2,1,54429
US001,OH526,3,1,12359
US001,FD484,2,1,39170
US001,QS973,3,1,11886
US001,DO195,3,1,28713
US001,MR512,2,1,48849
US001,JD043,3,1,13878
US001,TO505,2,1,54324
US001,MO223,2,1,43059
US001,BX529,2,1,58785
US001,YN426,2,1,50438
US001,IL401,2,1,34401
US001,RJ470,2,1,30326
US001,KG230,2,1,44144
US001,DM734,3,1,12996
US001,CF138,3,1,20307
US001,XN073,2,1,52461
US001,LI348,3,1,29667
US001,EX940,2,1,46038
US001,UR263,2,1,46042
US001,XC131,3,1,21580
US001,NC992,3,1,22261
US001,HY850,3,1,11826
US001,LZ162,3,1,14529
US001,GU884,3,1,19657
US001,GI522,2,1,34951
US001,QC928,2,1,48633
US001,TR710,2,1,50687
US001,GM336,2,1,52214
US001,JQ053,3,1,26575
US001,GS620,3,1,19510
US001,QO380,2,1,59832
US001,UY513,3,1,28182
US001,HL713,3,1,28018
US001,VW324,2,1,50344
US001,AA657,3,1,17228
US001,WA580,3,1,18626
US001,SR647,2,1,32070
US001,QJ685,2,1,48077
US001,LP527,3,1,17721
US001,BR187,3,1,18329
US001,IO715,3,1,19287
US001,FI072,3,1,26940
US001,GM082,3,1,14383
US001,US775,3,1,17681
US001,PL046,3,1,22163
US001,ZR818,3,1,24854
US001,MS879,2,1,54141
US001,SI096,2,1,42743
US001,SK487,3,1,15875
US001,RZ275,2,1,34298
US001,XC702,3,1,10612
US001,VG656,3,1,21193
US001,VL341,2,1,32793
US001,SM478,3,1,28783
US001,RJ276,2,1,51887
US001,SZ914,3,1,11177
US001,KF897,2,1,32987
US001,GW346,3,1,14089
US001,JU212,2,1,46595
US001,QG513,3,1,29463
US001,VD817,2,1,44860
US001,YE899,3,1,17817
US001,VZ070,2,1,42774
US001,QS546,2,1,58735
US001,TT640,3,1,25159
US001,GB586,2,1,45743
US001,LR265,2,1,40593
US001,JM620,3,1,13524
US001,YE769,3,1,27390
US001,ZR087,3,1,10965
US001,YJ130,3,1,27763
US001,KT234,3,1,22603
US001,HC768,3,1,11758
US001,TX116,2,1,57795
US001,YF681,2,1,34941
US001,ZX371,2,1,44068
US001,NX596,2,1,52318
US001,EO197,2,1,56031
US001,BJ242,2,1,37310
US001,AV720,2,1,54563
US001,MI032,3,1,13803
US001,XG317,2,1,32745
US001,NW705,2,1,59865
US001,DR082,2,1,51792
US001,ER777,2,1,46103
US001,UU975,3,1,16930
US001,VZ985,3,1,14579
US001,ZH093,2,1,52986
US001,GV675,3,1,22316
US001,ZF671,2,1,41609
US001,OY622,3,1,17701
US001,CC426,3,1,19496
US001,ZR538,3,1,20920
US001,UM085,3,1,21425
US001,XR739,3,1,22640
US001,AS655,2,1,42390
US001,TW018,2,1,34470
US001,DY007,3,1,21741
US001,UI419,3,1,19696
US001,PH922,3,1,24201
US001,TE075,2,1,57904
US001,QX055,2,1,41869
US001,LP178,2,1,46957
US001,ZO482,3,1,11191
US001,VH072,2,1,49419
US001,SQ212,2,1,48784
US001,VA923,3,1,17041
US001,PQ760,2,1,54253
US001,NO154,3,1,15915
US001,RW118,3,1,22960
US001,KZ321,3,1,12073
US001,TE747,3,1,13178
US001,RQ022,2,1,31215
US001,TD980,3,1,11086
US001,GA501,3,1,16106
US001,EY477,3,1,16632
US001,AR570,2,1,36409
US001,ZW761,2,1,31292
US001,KF896,3,1,26057
US001,CO124,3,1,25761
US001,VH445,3,1,21420
US001,OC950,1,1,60014
US001,KN401,2,1,43991
US001,OC599,3,1,25407
US001,CU595,3,1,19848
US001,IH904,2,1,59156
US001,VS308,3,1,24045
US001,MV753,3,1,20592
US001,TY430,3,1,25255
US001,JC475,2,1,45135
US001,MV297,2,1,33268
US001,AG750,3,1,16278
US001,LV074,2,1,35068
US001,ZG899,2,1,51409
US001,BW586,2,1,35211
US001,YP183,2,1,32332
US001,WK095,3,1,22276
US001,QC844,2,1,58477
US001,NL780,2,1,42637
US001,QY846,2,1,58472
US001,RX742,3,1,25389
US001,XK274,3,1,14984
US001,AM277,2,1,48090
US001,II388,3,1,18325
US001,JT133,2,1,33612
US001,ON938,2,1,39090
US001,NJ444,3,1,15293
US001,VB847,3,1,19406
US001,CP452,2,1,52019
US001,ON287,2,1,37705
US001,LZ700,2,1,31086
US001,QO038,3,1,25795
US001,FX797,3,1,11051
US001,DW452,2,1,41281
US001,LC723,3,1,22090
US001,WT589,3,1,20356
US001,IE220,2,1,31929
US001,KO813,3,1,10712
US001,NC813,2,1,52079
US001,JP534,2,1,44963
US001,FW017,2,1,45457
US001,CA342,3,1,15110
US001,BK459,2,1,33863
US001,CI510,3,1,20626
US001,LS112,2,1,39538
US001,MQ197,2,1,44872
US001,TL782,3,1,17862
US001,UN216,2,1,53897
US001,KW520,2,1,35348
US001,ZY259,2,1,31098
US001,DA754,2,1,36587
US001,TJ364,2,1,53422
US001,CP881,3,1,10816
US001,GG426,3,1,28832
US001,MS935,3,1,17552
US001,VM683,2,1,51511
US001,NG508,3,1,12562
US001,ZA823,2,1,50236
US001,CR635,3,1,23142
US001,KG441,3,1,21935
US001,CN136,2,1,52299
US001,YJ029,2,1,40218
US001,TP161,2,1,36044
US001,BH286,2,1,45336
US001,XS717,3,1,21844
US001,TA677,3,1,19278
US001,MI506,2,1,32191
US001,EB061,3,1,25336
US001,DN296,2,1,35352
US001,IF810,3,1,17881
US001,HK251,3,1,15755
US001,AC617,3,1,16840
US001,SX315,3,1,11439
US001,FX507,3,1,29945
US001,KU160,3,1,24111
US001,OC182,3,1,18870
US001,CO733,3,1,10205
US001,FG890,3,1,25136
US001,QJ027,3,1,11994
US001,PA596,2,1,44845
US001,XO811,3,1,23440
US001,CO439,2,1,35562
US001,RA949,2,1,31472
US001,DR695,3,1,11090
US001,FF949,3,1,27970
US001,GH225,2,1,57378
US001,RK226,2,1,57435
US001,BY214,3,1,27004
US001,PT594,3,1,28520
US001,JP493,3,1,21469
US001,QW394,3,1,13074
US001,MH438,3,1,12333
US001,RH976,3,1,17765
US001,UB796,2,1,59451
US001,BZ618,2,1,56319
US001,QU217,3,1,26094
US001,GK015,3,1,13012
US001,EZ247,3,1,25442
US001,QI338,2,1,31761
US001,XH902,3,1,17977
US001,QF392,3,1,11653
US001,PZ161,3,1,26299
US001,CZ015,3,1,23019
US001,DT242,2,1,55609
US001,LN569,3,1,11970
US001,TI412,3,1,11569
US001,FI740,3,1,18369
US001,BU962,3,1,23352
US001,HH125,2,1,44610
US001,PD951,2,1,40025
US001,WA236,3,1,11682
US001,VL287,3,1,11232
US001,QA548,2,1,36373
US001,CE973,3,1,15878
US001,RQ602,3,1,26666
US001,RQ264,3,1,23184
US001,CX040,3,1,16162
US001,OT432,3,1,27409
US001,YO084,3,1,17658
US001,IZ189,3,1,12764
US001,AF203,2,1,40285
US001,VR722,3,1,13538
US001,QE838,2,1,32844
US001,JQ006,2,1,47758
US001,RC566,3,1,15306
US001,AE556,2,1,49604
US001,XT841,3,1,12469
US001,LS476,3,1,17025
US001,RA924,3,1,10570
US001,KQ210,3,1,24457
US001,SH062,3,1,27682
US001,DH373,2,1,41718
US001,DI096,2,1,45942
US001,KG115,2,1,43866
US001,AQ637,3,1,28724
US001,ZU609,2,1,55169
US001,XE747,3,1,22341
US001,ST922,2,1,47115
US001,WE331,2,1,50483
US001,IA827,2,1,34349
US001,GF574,3,1,10404
US001,NL209,2,1,59917
US001,JW114,2,1,54778
US001,XQ372,2,1,40079
US001,NQ511,3,1,24714
US001,BV665,2,1,59212
US001,KZ757,2,1,57079
US001,SJ345,3,1,17339
US001,ZO983,3,1,28168
US001,JB490,2,1,33790
US001,NW659,3,1,14545
US001,IX602,3,1,20214
US001,WV558,3,1,25834
US001,DD290,2,1,32871
US001,AQ396,3,1,18633
US001,OG789,2,1,56851
US001,LC650,3,1,23192
US001,JK161,2,1,40252
US001,YM360,2,1,34347
US001,RC826,2,1,34253
US001,GQ428,3,1,27588
US001,MF901,2,1,32686
US001,KE559,2,1,45453
US001,OQ177,3,1,18023
US001,IJ851,2,1,52844
US001,OU839,2,1,32763
US001,PY031,3,1,24046
US001,AD218,3,1,28906
US001,FQ150,2,1,51833
US001,FB950,2,1,38040
US001,SM359,2,1,39038
US001,XU423,3,1,12013
US001,BB320,3,1,26143
US001,VC938,3,1,18151
US001,FU798,2,1,31573
US001,KY432,3,1,16548
US001,VH705,3,1,19372
US001,VE830,2,1,58922
US001,BU084,2,1,42247
US001,QV940,3,1,13228
US001,QJ071,2,1,32355
US001,UA107,3,1,23781
US001,FT573,2,1,55213
US001,EE012,2,1,40286
US001,OR227,3,1,22447
US001,HL712,3,1,28221
US001,SV769,2,1,30002
US001,ML034,3,1,19368
US001,ZF060,2,1,51433
US001,YK031,3,1,14310
US001,RN178,2,1,48832
US001,OS721,3,1,10927
US001,OU527,3,1,24489
US001,GG568,3,1,14701
US001,MH101,3,1,10613
US001,GM770,3,1,11546
US001,SX183,3,1,24011
US001,SP287,3,1,18771
US001,RW505,2,1,33491
US001,OX860,3,1,22530
US001,FO481,3,1,28413
US001,TP104,2,1,34267
US001,TE554,3,1,20527
US001,LV991,3,1,12160
US001,ZI886,2,1,40041
US001,AF000,2,1,35549
US001,UU871,3,1,14500
US001,SJ106,2,1,38604
US001,HO873,3,1,26309
US001,YF219,3,1,20591
US001,LM527,3,1,19355
US001,AJ291,3,1,11115
US001,QA132,3,1,12081
US001,SF458,3,1,27773
US001,NV642,3,1,28259
US001,JL376,3,1,10913
US001,BI507,3,1,10900
US001,MM960,3,1,13986
US001,VJ170,3,1,11659
US001,DL940,2,1,34263
US001,UA045,3,1,21703
US001,OM886,2,1,44285
US001,MO776,3,1,18459
US001,VS235,2,1,50054
US001,DP823,3,1,10544
US001,LS259,2,1,37572
US001,RD221,2,1,47283
US001,YP977,2,1,44054
US001,XB434,2,1,34106
US001,QA166,2,1,41875
US001,YY735,3,1,16592
US001,ZK388,3,1,20825
US001,ZF084,3,1,21738
US001,UC292,3,1,10407
US001,YN963,2,1,35350
US001,MX823,3,1,29150
US001,ZD684,1,1,80290
US001,VG563,2,1,57096
US001,BC721,2,1,35346
US001,BJ843,3,1,13122
US001,VS507,2,1,38787
US001,MK598,3,1,27377
US001,HC943,3,1,29854
US001,XY965,3,1,15609
US001,YE555,3,1,14719
US001,VJ577,2,1,44621
US001,YS964,3,1,24239
US001,NL931,3,1,24072
US001,VB000,3,1,13873
US001,FU431,2,1,40927
US001,AN934,3,1,20389
US001,MV091,2,1,44608
US001,ZK713,2,1,59982
US001,TY675,2,1,37480
US001,CX595,2,1,45105
US001,VK840,2,1,49537
US001,XZ816,2,1,44226
US001,HL059,2,1,35620
US001,GC120,3,1,24464
US001,WS690,2,1,31586
US001,YP128,3,1,15262
US001,AQ970,3,1,27452
US001,YE085,3,1,25509
US001,KQ246,3,1,26102
US001,WC087,3,1,29530
US001,WB659,3,1,10052
US001,NL175,3,1,13393
US001,SS727,2,1,34157
US001,GI770,2,1,56681
US001,RZ341,2,1,57869
US001,LF488,2,1,43744
US001,MF001,3,1,11714
US001,CP925,2,1,36801
US001,VL017,3,1,10035
US001,HS497,2,1,31077
US001,QI747,3,1,28906
US001,KT955,3,1,17727
US001,XM238,3,1,25793
US001,RN245,3,1,21609
US001,QY948,2,1,42868
US001,KD788,2,1,45210
US001,DM949,3,1,17065
US001,AE724,2,1,36597
US001,WE866,2,1,39078
US001,PF460,3,1,16591
US001,TK052,3,1,19936
US001,IG523,2,1,48429
US001,EJ374,1,1,76902
US001,UE543,2,1,41697
US001,LS228,3,1,17915
US001,PP337,3,1,22014
US001,HY626,3,1,21526
US001,AD129,2,1,56504
US001,XJ642,2,1,38134
US001,AU071,2,1,56680
US001,OH652,3,1,12033
US001,JG612,3,1,26199
US001,ZV333,2,1,43135
US001,YQ704,3,1,21441
US001,YP244,2,1,34687
US001,BU441,2,1,34680
US001,IB659,3,1,17809
US001,UB723,2,1,46060
US001,MO081,2,1,42503
US001,WO469,2,1,31236
US001,GS064,2,1,33072
US001,GF336,2,1,35556
US001,OS318,2,1,43008
US001,QI821,3,1,13234
US001,XG417,2,1,54694
US001,YB813,3,1,19222
US001,VX173,3,1,16531
US001,OU431,3,1,20618
US001,QG497,3,1,25635
US001,OI917,2,1,52377
US001,CO860,3,1,25405
US001,ZP288,3,1,27490
US001,YC412,3,1,12985
US001,OW296,2,1,56226
US001,SU930,3,1,16520
US001,WT012,2,1,42335
US001,RO992,2,1,52566
US001,MZ834,3,1,10330
US001,JZ883,2,1,33392
US001,TO885,3,1,26768
US001,AO508,2,1,49835
US001,ST143,2,1,49224
US001,FR749,2,1,50347
US001,XN536,3,1,16053
