"company_code","rie_id","description","customer_id","general_ledger_number","cc_id","currency_id","debit_credit","amount"
"US001",16,NULL,"QTK822",501001,"SSP05 ",1,"credit",24000.00
"US001",16,NULL,"QTK822",203001,"PSP04 ",1,"credit",130.00
"US001",16,NULL,"QTK822",102001,NULL,1,"debit",57530.00
"US001",17,NULL,"XVR799",501001,"PSP03 ",1,"credit",12000.00
"US001",17,NULL,"XVR799",203001,"PSP03 ",1,"credit",1200.00
"US001",17,NULL,"XVR799",501001,"SSP05 ",1,"credit",12000.00
"US001",17,NULL,"XVR799",203001,"SSP05 ",1,"credit",1200.00
"US001",17,NULL,"XVR799",102001,NULL,1,"debit",26400.00
"US001",18,NULL,"HYA214",203001,"PSE03 ",1,"credit",2100.00
"US001",18,NULL,"HYA214",501001,"PSE03 ",1,"credit",21000.00
"US001",18,NULL,"HYA214",102001,NULL,1,"debit",23100.00
"US001",19,NULL,"HTJ819",501001,"POY03 ",1,"credit",1500.00
"US001",19,NULL,"HTJ819",203001,"POY04 ",1,"credit",120.00
"US001",19,NULL,"HTJ819",501001,"POY04 ",1,"credit",1200.00
"US001",19,NULL,"HTJ819",203001,"POY03 ",1,"credit",150.00
"US001",19,NULL,"HTJ819",102001,NULL,1,"debit",2970.00
"US001",20,NULL,"VIL545",203001,"SKG05 ",1,"credit",600.00
"US001",20,NULL,"VIL545",501001,"PKG03 ",1,"credit",18000.00
"US001",20,NULL,"VIL545",501001,"SKG05 ",1,"credit",6000.00
"US001",20,NULL,"VIL545",203001,"PKG04 ",1,"credit",100.00
"US001",20,NULL,"VIL545",203001,"PKG03 ",1,"credit",1800.00
"US001",20,NULL,"VIL545",501001,"PKG04 ",1,"credit",1000.00
"US001",20,NULL,"VIL545",102001,NULL,1,"debit",27500.00
"US001",21,NULL,"PAU996",203001,"PSE03 ",1,"credit",1500.00
"US001",21,NULL,"PAU996",501001,"PSE03 ",1,"credit",15000.00
"US001",21,NULL,"PAU996",203001,"PSE04 ",1,"credit",150.00
"US001",21,NULL,"PAU996",501001,"PSE04 ",1,"credit",1500.00
"US001",21,NULL,"PAU996",102001,NULL,1,"debit",18150.00
"US001",22,NULL,"YPY210",203001,"PSP03 ",1,"credit",2400.00
"US001",22,NULL,"YPY210",501001,"PSP03 ",1,"credit",24000.00
"US001",22,NULL,"YPY210",102001,NULL,1,"debit",26400.00
"US001",23,NULL,"WRQ011",203001,"SSE05 ",1,"credit",1440.00
"US001",23,NULL,"WRQ011",203001,"PSE03 ",1,"credit",2700.00
"US001",23,NULL,"WRQ011",501001,"PSE03 ",1,"credit",27000.00
"US001",23,NULL,"WRQ011",501001,"SSE05 ",1,"credit",14400.00
"US001",23,NULL,"WRQ011",203001,"PSE04 ",1,"credit",110.00
"US001",23,NULL,"WRQ011",501001,"PSE04 ",1,"credit",1100.00
"US001",23,NULL,"WRQ011",102001,NULL,1,"debit",46750.00
"US001",24,NULL,"GBK124",501001,"POY03 ",1,"credit",15000.00
"US001",24,NULL,"GBK124",501001,"SOY05 ",1,"credit",13200.00
"US001",24,NULL,"GBK124",203001,"SOY05 ",1,"credit",1320.00
"US001",24,NULL,"GBK124",501001,"POY04 ",1,"credit",1700.00
"US001",24,NULL,"GBK124",203001,"POY04 ",1,"credit",170.00
"US001",24,NULL,"GBK124",203001,"POY03 ",1,"credit",1500.00
"US001",24,NULL,"GBK124",102001,NULL,1,"debit",32890.00
"US001",25,NULL,"KQX053",501001,"PSP03 ",1,"credit",15000.00
"US001",25,NULL,"KQX053",203001,"SSP05 ",1,"credit",2400.00
"US001",25,NULL,"KQX053",203001,"PSP03 ",1,"credit",1500.00
"US001",25,NULL,"KQX053",501001,"SSP05 ",1,"credit",24000.00
"US001",25,NULL,"KQX053",102001,NULL,1,"debit",42900.00
"US001",26,NULL,"GXX564",501001,"PSE03 ",1,"credit",12000.00
"US001",26,NULL,"GXX564",203001,"PSE03 ",1,"credit",1200.00
"US001",26,NULL,"GXX564",102001,NULL,1,"debit",13200.00
"US001",27,NULL,"HLS218",203001,"SSE05 ",1,"credit",720.00
"US001",27,NULL,"HLS218",501001,"PSE03 ",1,"credit",1500.00
"US001",27,NULL,"HLS218",203001,"PSE03 ",1,"credit",150.00
"US001",27,NULL,"HLS218",501001,"SSE05 ",1,"credit",7200.00
"US001",27,NULL,"HLS218",102001,NULL,1,"debit",9570.00
"US001",28,NULL,"YGB392",203001,"PSE03 ",1,"credit",750.00
"US001",28,NULL,"YGB392",501001,"PSE03 ",1,"credit",7500.00
"US001",28,NULL,"YGB392",203001,"SSE05 ",1,"credit",480.00
"US001",28,NULL,"YGB392",501001,"SSE05 ",1,"credit",4800.00
"US001",28,NULL,"YGB392",102001,NULL,1,"debit",13530.00
"US001",29,NULL,"ZBX027",203001,"SOY05 ",1,"credit",2520.00
"US001",29,NULL,"ZBX027",501001,"POY04 ",1,"credit",1900.00
"US001",29,NULL,"ZBX027",203001,"POY04 ",1,"credit",190.00
"US001",29,NULL,"ZBX027",501001,"SOY05 ",1,"credit",25200.00
"US001",29,NULL,"ZBX027",102001,NULL,1,"debit",29810.00
"US001",30,NULL,"ECC013",203001,"SSE05 ",1,"credit",600.00
"US001",30,NULL,"ECC013",501001,"SSE05 ",1,"credit",6000.00
"US001",30,NULL,"ECC013",102001,NULL,1,"debit",6600.00
"US001",31,NULL,"GDL720",203001,"POY04 ",1,"credit",40.00
"US001",31,NULL,"GDL720",501001,"POY04 ",1,"credit",400.00
"US001",31,NULL,"GDL720",102001,NULL,1,"debit",440.00
"US001",32,NULL,"DHJ493",501001,"PSE04 ",1,"credit",700.00
"US001",32,NULL,"DHJ493",203001,"SSE05 ",1,"credit",360.00
"US001",32,NULL,"DHJ493",203001,"PSE04 ",1,"credit",70.00
"US001",32,NULL,"DHJ493",501001,"PSE03 ",1,"credit",6000.00
"US001",32,NULL,"DHJ493",501001,"SSE05 ",1,"credit",3600.00
"US001",32,NULL,"DHJ493",203001,"PSE03 ",1,"credit",600.00
"US001",32,NULL,"DHJ493",102001,NULL,1,"debit",11330.00
"US001",33,NULL,"KRM954",203001,"PSE03 ",1,"credit",2850.00
"US001",33,NULL,"KRM954",501001,"PSE03 ",1,"credit",28500.00
"US001",33,NULL,"KRM954",102001,NULL,1,"debit",31350.00
"US001",34,NULL,"BQT801",203001,"PSE03 ",1,"credit",300.00
"US001",34,NULL,"BQT801",501001,"PSE04 ",1,"credit",1100.00
"US001",34,NULL,"BQT801",501001,"SSE05 ",1,"credit",6000.00
"US001",34,NULL,"BQT801",203001,"PSE04 ",1,"credit",110.00
"US001",34,NULL,"BQT801",501001,"PSE03 ",1,"credit",3000.00
"US001",34,NULL,"BQT801",203001,"SSE05 ",1,"credit",600.00
"US001",34,NULL,"BQT801",102001,NULL,1,"debit",11110.00
"US001",35,NULL,"NHG535",203001,"POY04 ",1,"credit",160.00
"US001",35,NULL,"NHG535",501001,"SOY05 ",1,"credit",16800.00
"US001",35,NULL,"NHG535",501001,"POY03 ",1,"credit",19500.00
"US001",35,NULL,"NHG535",203001,"SOY05 ",1,"credit",1680.00
"US001",35,NULL,"NHG535",501001,"POY04 ",1,"credit",1600.00
"US001",35,NULL,"NHG535",203001,"POY03 ",1,"credit",1950.00
"US001",35,NULL,"NHG535",102001,NULL,1,"debit",41690.00
"US001",36,NULL,"FCD595",203001,"PSE04 ",1,"credit",130.00
"US001",36,NULL,"FCD595",501001,"PSE04 ",1,"credit",1300.00
"US001",36,NULL,"FCD595",102001,NULL,1,"debit",1430.00
"US001",37,NULL,"AVK220",501001,"POY04 ",1,"credit",1500.00
"US001",37,NULL,"AVK220",501001,"SOY05 ",1,"credit",1200.00
"US001",37,NULL,"AVK220",203001,"SOY05 ",1,"credit",120.00
"US001",37,NULL,"AVK220",203001,"POY04 ",1,"credit",150.00
"US001",37,NULL,"AVK220",102001,NULL,1,"debit",2970.00
"US001",38,NULL,"BOU297",501001,"POY03 ",1,"credit",12000.00
"US001",38,NULL,"BOU297",203001,"POY04 ",1,"credit",110.00
"US001",38,NULL,"BOU297",203001,"POY03 ",1,"credit",1200.00
"US001",38,NULL,"BOU297",501001,"POY04 ",1,"credit",1100.00
"US001",38,NULL,"BOU297",102001,NULL,1,"debit",14410.00
"US001",39,NULL,"FLN094",203001,"PKG04 ",1,"credit",130.00
"US001",39,NULL,"FLN094",501001,"PKG04 ",1,"credit",1300.00
"US001",39,NULL,"FLN094",102001,NULL,1,"debit",1430.00
"US001",40,NULL,"FAP787",203001,"POY04 ",1,"credit",100.00
"US001",40,NULL,"FAP787",203001,"SOY05 ",1,"credit",1080.00
"US001",40,NULL,"FAP787",501001,"SOY05 ",1,"credit",10800.00
"US001",40,NULL,"FAP787",501001,"POY04 ",1,"credit",1000.00
"US001",40,NULL,"FAP787",203001,"POY03 ",1,"credit",2250.00
"US001",40,NULL,"FAP787",501001,"POY03 ",1,"credit",22500.00
"US001",40,NULL,"FAP787",102001,NULL,1,"debit",37730.00
"US001",41,NULL,"QIN423",203001,"POY04 ",1,"credit",10.00
"US001",41,NULL,"QIN423",501001,"POY04 ",1,"credit",100.00
"US001",41,NULL,"QIN423",501001,"POY03 ",1,"credit",24000.00
"US001",41,NULL,"QIN423",501001,"SOY05 ",1,"credit",10800.00
"US001",41,NULL,"QIN423",203001,"POY03 ",1,"credit",2400.00
"US001",41,NULL,"QIN423",203001,"SOY05 ",1,"credit",1080.00
"US001",41,NULL,"QIN423",102001,NULL,1,"debit",38390.00
"US001",42,NULL,"GIG643",203001,"POY04 ",1,"credit",190.00
"US001",42,NULL,"GIG643",501001,"POY04 ",1,"credit",1900.00
"US001",42,NULL,"GIG643",102001,NULL,1,"debit",2090.00
"US001",43,NULL,"JZD267",203001,"PSE04 ",1,"credit",200.00
"US001",43,NULL,"JZD267",501001,"PSE04 ",1,"credit",2000.00
"US001",43,NULL,"JZD267",102001,NULL,1,"debit",2200.00
"US001",44,NULL,"BUA683",501001,"PSE03 ",1,"credit",28500.00
"US001",44,NULL,"BUA683",203001,"PSE03 ",1,"credit",2850.00
"US001",44,NULL,"BUA683",102001,NULL,1,"debit",31350.00
"US001",45,NULL,"BDY790",203001,"PSE04 ",1,"credit",10.00
"US001",45,NULL,"BDY790",501001,"SSE05 ",1,"credit",20400.00
"US001",45,NULL,"BDY790",203001,"SSE05 ",1,"credit",2040.00
"US001",45,NULL,"BDY790",501001,"PSE04 ",1,"credit",100.00
"US001",45,NULL,"BDY790",501001,"PSE03 ",1,"credit",27000.00
"US001",45,NULL,"BDY790",203001,"PSE03 ",1,"credit",2700.00
"US001",45,NULL,"BDY790",102001,NULL,1,"debit",52250.00
"US001",46,NULL,"NLB166",501001,"PSE04 ",1,"credit",1900.00
"US001",46,NULL,"NLB166",203001,"PSE04 ",1,"credit",190.00
"US001",46,NULL,"NLB166",501001,"PSE03 ",1,"credit",10500.00
"US001",46,NULL,"NLB166",203001,"PSE03 ",1,"credit",1050.00
"US001",46,NULL,"NLB166",203001,"SSE05 ",1,"credit",480.00
"US001",46,NULL,"NLB166",501001,"SSE05 ",1,"credit",4800.00
"US001",46,NULL,"NLB166",102001,NULL,1,"debit",18920.00
"US001",47,NULL,"LUO217",203001,"PSP04 ",1,"credit",120.00
"US001",47,NULL,"LUO217",501001,"SSP05 ",1,"credit",18000.00
"US001",47,NULL,"LUO217",501001,"PSP04 ",1,"credit",1200.00
"US001",47,NULL,"LUO217",203001,"SSP05 ",1,"credit",1800.00
"US001",47,NULL,"LUO217",102001,NULL,1,"debit",21120.00
"US001",48,NULL,"XDY227",203001,"POY04 ",1,"credit",90.00
"US001",48,NULL,"XDY227",501001,"POY03 ",1,"credit",25500.00
"US001",48,NULL,"XDY227",501001,"POY04 ",1,"credit",900.00
"US001",48,NULL,"XDY227",203001,"POY03 ",1,"credit",2550.00
"US001",48,NULL,"XDY227",102001,NULL,1,"debit",29040.00
"US001",49,NULL,"LGU137",501001,"SSE05 ",1,"credit",22800.00
"US001",49,NULL,"LGU137",203001,"SSE05 ",1,"credit",2280.00
"US001",49,NULL,"LGU137",102001,NULL,1,"debit",25080.00
"US001",50,NULL,"EZM056",203001,"SSE05 ",1,"credit",600.00
"US001",50,NULL,"EZM056",203001,"PSE04 ",1,"credit",60.00
"US001",50,NULL,"EZM056",501001,"PSE04 ",1,"credit",600.00
"US001",50,NULL,"EZM056",501001,"SSE05 ",1,"credit",6000.00
"US001",50,NULL,"EZM056",102001,NULL,1,"debit",7260.00
"US001",51,NULL,"ISS759",501001,"PSE03 ",1,"credit",28500.00
"US001",51,NULL,"ISS759",203001,"PSE03 ",1,"credit",2850.00
"US001",51,NULL,"ISS759",102001,NULL,1,"debit",31350.00
"US001",52,NULL,"BNL970",501001,"PSE03 ",1,"credit",24000.00
"US001",52,NULL,"BNL970",203001,"PSE03 ",1,"credit",2400.00
"US001",52,NULL,"BNL970",501001,"SSE05 ",1,"credit",9600.00
"US001",52,NULL,"BNL970",203001,"SSE05 ",1,"credit",960.00
"US001",52,NULL,"BNL970",203001,"PSE04 ",1,"credit",130.00
"US001",52,NULL,"BNL970",501001,"PSE04 ",1,"credit",1300.00
"US001",52,NULL,"BNL970",102001,NULL,1,"debit",38390.00
"US001",53,NULL,"MWQ267",203001,"POY03 ",1,"credit",2400.00
"US001",53,NULL,"MWQ267",203001,"POY04 ",1,"credit",90.00
"US001",53,NULL,"MWQ267",501001,"POY04 ",1,"credit",900.00
"US001",53,NULL,"MWQ267",501001,"POY03 ",1,"credit",24000.00
"US001",53,NULL,"MWQ267",102001,NULL,1,"debit",27390.00
"US001",54,NULL,"PFA586",501001,"PSE03 ",1,"credit",9000.00
"US001",54,NULL,"PFA586",501001,"SSE05 ",1,"credit",2400.00
"US001",54,NULL,"PFA586",203001,"PSE04 ",1,"credit",210.00
"US001",54,NULL,"PFA586",501001,"PSE04 ",1,"credit",2100.00
"US001",54,NULL,"PFA586",203001,"PSE03 ",1,"credit",900.00
"US001",54,NULL,"PFA586",203001,"SSE05 ",1,"credit",240.00
"US001",54,NULL,"PFA586",102001,NULL,1,"debit",14850.00
"US001",55,NULL,"VNL516",203001,"SSP05 ",1,"credit",1320.00
"US001",55,NULL,"VNL516",501001,"SSP05 ",1,"credit",13200.00
"US001",55,NULL,"VNL516",102001,NULL,1,"debit",14520.00
"US001",56,NULL,"XUQ735",203001,"POY04 ",1,"credit",70.00
"US001",56,NULL,"XUQ735",501001,"POY04 ",1,"credit",700.00
"US001",56,NULL,"XUQ735",203001,"SOY05 ",1,"credit",1080.00
"US001",56,NULL,"XUQ735",501001,"SOY05 ",1,"credit",10800.00
"US001",56,NULL,"XUQ735",102001,NULL,1,"debit",12650.00
"US001",57,NULL,"ONG483",501001,"PSE03 ",1,"credit",16500.00
"US001",57,NULL,"ONG483",203001,"PSE04 ",1,"credit",120.00
"US001",57,NULL,"ONG483",501001,"PSE04 ",1,"credit",1200.00
"US001",57,NULL,"ONG483",203001,"PSE03 ",1,"credit",1650.00
"US001",57,NULL,"ONG483",102001,NULL,1,"debit",19470.00
"US001",58,NULL,"VMJ933",501001,"SSP05 ",1,"credit",14400.00
"US001",58,NULL,"VMJ933",203001,"SSP05 ",1,"credit",1440.00
"US001",58,NULL,"VMJ933",102001,NULL,1,"debit",15840.00
"US001",59,NULL,"LQY500",203001,"SSP05 ",1,"credit",1680.00
"US001",59,NULL,"LQY500",501001,"PSP04 ",1,"credit",1800.00
"US001",59,NULL,"LQY500",501001,"SSP05 ",1,"credit",16800.00
"US001",59,NULL,"LQY500",203001,"PSP04 ",1,"credit",180.00
"US001",59,NULL,"LQY500",102001,NULL,1,"debit",20460.00
"US001",60,NULL,"MXK164",203001,"PSE04 ",1,"credit",10.00
"US001",60,NULL,"MXK164",501001,"PSE04 ",1,"credit",100.00
"US001",60,NULL,"MXK164",102001,NULL,1,"debit",110.00
"US001",61,NULL,"GWR299",203001,"POY03 ",1,"credit",3150.00
"US001",61,NULL,"GWR299",203001,"SOY05 ",1,"credit",720.00
"US001",61,NULL,"GWR299",501001,"POY03 ",1,"credit",31500.00
"US001",61,NULL,"GWR299",501001,"SOY05 ",1,"credit",7200.00
"US001",61,NULL,"GWR299",102001,NULL,1,"debit",42570.00
"US001",62,NULL,"LFQ518",501001,"SKG05 ",1,"credit",7200.00
"US001",62,NULL,"LFQ518",501001,"PKG04 ",1,"credit",200.00
"US001",62,NULL,"LFQ518",203001,"SKG05 ",1,"credit",720.00
"US001",62,NULL,"LFQ518",203001,"PKG04 ",1,"credit",20.00
"US001",62,NULL,"LFQ518",102001,NULL,1,"debit",8140.00
"US001",63,NULL,"YAK536",203001,"SSE05 ",1,"credit",2400.00
"US001",63,NULL,"YAK536",501001,"SSE05 ",1,"credit",24000.00
"US001",63,NULL,"YAK536",102001,NULL,1,"debit",26400.00
"US001",64,NULL,"LJZ387",501001,"SSE05 ",1,"credit",25200.00
"US001",64,NULL,"LJZ387",203001,"SSE05 ",1,"credit",2520.00
"US001",64,NULL,"LJZ387",102001,NULL,1,"debit",27720.00
"US001",65,NULL,"NCJ102",203001,"PSE03 ",1,"credit",300.00
"US001",65,NULL,"NCJ102",501001,"SSE05 ",1,"credit",9600.00
"US001",65,NULL,"NCJ102",203001,"SSE05 ",1,"credit",960.00
"US001",65,NULL,"NCJ102",501001,"PSE04 ",1,"credit",900.00
"US001",65,NULL,"NCJ102",501001,"PSE03 ",1,"credit",3000.00
"US001",65,NULL,"NCJ102",203001,"PSE04 ",1,"credit",90.00
"US001",65,NULL,"NCJ102",102001,NULL,1,"debit",14850.00
"US001",66,NULL,"XWZ665",501001,"PSE03 ",1,"credit",18000.00
"US001",66,NULL,"XWZ665",203001,"PSE03 ",1,"credit",1800.00
"US001",66,NULL,"XWZ665",102001,NULL,1,"debit",19800.00
"US001",67,NULL,"UOO512",203001,"POY04 ",1,"credit",120.00
"US001",67,NULL,"UOO512",501001,"POY04 ",1,"credit",1200.00
"US001",67,NULL,"UOO512",102001,NULL,1,"debit",1320.00
"US001",68,NULL,"ROG095",501001,"POY03 ",1,"credit",22500.00
"US001",68,NULL,"ROG095",203001,"POY03 ",1,"credit",2250.00
"US001",68,NULL,"ROG095",102001,NULL,1,"debit",24750.00
"US001",69,NULL,"DMD170",203001,"PSP04 ",1,"credit",50.00
"US001",69,NULL,"DMD170",501001,"PSP04 ",1,"credit",500.00
"US001",69,NULL,"DMD170",203001,"SSP05 ",1,"credit",2520.00
"US001",69,NULL,"DMD170",501001,"PSP03 ",1,"credit",21000.00
"US001",69,NULL,"DMD170",501001,"SSP05 ",1,"credit",25200.00
"US001",69,NULL,"DMD170",203001,"PSP03 ",1,"credit",2100.00
"US001",69,NULL,"DMD170",102001,NULL,1,"debit",51370.00
"US001",70,NULL,"PIJ219",203001,"PSE03 ",1,"credit",3150.00
"US001",70,NULL,"PIJ219",501001,"PSE03 ",1,"credit",31500.00
"US001",70,NULL,"PIJ219",203001,"SSE05 ",1,"credit",240.00
"US001",70,NULL,"PIJ219",501001,"SSE05 ",1,"credit",2400.00
"US001",70,NULL,"PIJ219",102001,NULL,1,"debit",37290.00
"US001",71,NULL,"FAR289",501001,"PSE03 ",1,"credit",16500.00
"US001",71,NULL,"FAR289",501001,"PSE04 ",1,"credit",200.00
"US001",71,NULL,"FAR289",203001,"PSE04 ",1,"credit",20.00
"US001",71,NULL,"FAR289",501001,"SSE05 ",1,"credit",19200.00
"US001",71,NULL,"FAR289",203001,"PSE03 ",1,"credit",1650.00
"US001",71,NULL,"FAR289",203001,"SSE05 ",1,"credit",1920.00
"US001",71,NULL,"FAR289",102001,NULL,1,"debit",39490.00
"US001",72,NULL,"ATO247",203001,"SOY05 ",1,"credit",2160.00
"US001",72,NULL,"ATO247",203001,"POY03 ",1,"credit",300.00
"US001",72,NULL,"ATO247",203001,"POY04 ",1,"credit",130.00
"US001",72,NULL,"ATO247",501001,"POY04 ",1,"credit",1300.00
"US001",72,NULL,"ATO247",501001,"SOY05 ",1,"credit",21600.00
"US001",72,NULL,"ATO247",501001,"POY03 ",1,"credit",3000.00
"US001",72,NULL,"ATO247",102001,NULL,1,"debit",28490.00
"US001",73,NULL,"LKR459",501001,"PSE04 ",1,"credit",1500.00
"US001",73,NULL,"LKR459",203001,"PSE04 ",1,"credit",150.00
"US001",73,NULL,"LKR459",102001,NULL,1,"debit",1650.00
"US001",74,NULL,"KMG762",501001,"POY03 ",1,"credit",30000.00
"US001",74,NULL,"KMG762",203001,"POY03 ",1,"credit",3000.00
"US001",74,NULL,"KMG762",102001,NULL,1,"debit",33000.00
"US001",75,NULL,"FZI168",501001,"SKG05 ",1,"credit",3600.00
"US001",75,NULL,"FZI168",203001,"SKG05 ",1,"credit",360.00
"US001",75,NULL,"FZI168",102001,NULL,1,"debit",3960.00
"US001",76,NULL,"SNX424",203001,"PSP04 ",1,"credit",140.00
"US001",76,NULL,"SNX424",501001,"SSP05 ",1,"credit",21600.00
"US001",76,NULL,"SNX424",203001,"PSP03 ",1,"credit",2400.00
"US001",76,NULL,"SNX424",203001,"SSP05 ",1,"credit",2160.00
"US001",76,NULL,"SNX424",501001,"PSP03 ",1,"credit",24000.00
"US001",76,NULL,"SNX424",501001,"PSP04 ",1,"credit",1400.00
"US001",76,NULL,"SNX424",102001,NULL,1,"debit",51700.00
"US001",77,NULL,"ICB274",203001,"PSP03 ",1,"credit",2700.00
"US001",77,NULL,"ICB274",501001,"PSP03 ",1,"credit",27000.00
