"company_code","sales_order_id","s_order_date","customer_id"
"US001",456,"2021-03-21","DGM255"
"US001",457,"2021-03-29","BVY022"
"US001",458,"2021-03-29","BFR444"
"US001",459,"2021-03-19","LKP353"
"US001",460,"2021-03-13","TMB242"
"US001",461,"2021-03-14","XHA258"
"US001",462,"2021-03-14","ZQC967"
"US001",463,"2021-03-08","FCU408"
"US001",464,"2021-03-16","BWP145"
"US001",465,"2021-03-10","BUO699"
"US001",466,"2021-03-16","WYF923"
"US001",467,"2021-03-23","SDW139"
"US001",468,"2021-03-13","AFY992"
"US001",469,"2021-03-13","CPU375"
"US001",470,"2021-03-28","FSO815"
"US001",471,"2021-03-30","NLS409"
"US001",472,"2021-03-06","FZG308"
"US001",473,"2021-03-20","SXV823"
"US001",474,"2021-03-20","ORF233"
"US001",475,"2021-03-09","KLD859"
"US001",476,"2021-03-24","JCI277"
"US001",477,"2021-03-10","NHD604"
"US001",478,"2021-03-16","SKC113"
"US001",479,"2021-03-09","KYV856"
"US001",480,"2021-03-14","ANY862"
"US001",481,"2021-03-01","VVY041"
"US001",482,"2021-03-11","CVA626"
"US001",483,"2021-03-10","YHS440"
"US001",484,"2021-03-16","RPT128"
"US001",485,"2021-03-30","WSH950"
"US001",486,"2021-03-10","OOW397"
"US001",487,"2021-03-05","QGI395"
"US001",488,"2021-03-16","FFF838"
"US001",489,"2021-03-01","VTZ468"
"US001",490,"2021-03-04","TEB290"
"US001",491,"2021-03-22","QHR190"
"US001",492,"2021-03-20","NBD099"
"US001",493,"2021-03-15","QGK081"
"US001",494,"2021-03-08","EPE440"
"US001",495,"2021-03-10","ORZ515"
"US001",496,"2021-03-02","RYS861"
"US001",497,"2021-03-26","BPJ371"
"US001",498,"2021-03-05","DNO233"
"US001",499,"2021-03-27","POD995"
"US001",500,"2021-03-13","XWC757"
"US001",501,"2021-03-01","RJU897"
"US001",502,"2021-03-16","GYY287"
"US001",503,"2021-03-18","BWK361"
"US001",504,"2021-03-18","KNU331"
"US001",505,"2021-03-09","LOQ003"
"US001",506,"2021-03-08","QBE151"
"US001",507,"2021-03-30","GGD054"
"US001",508,"2021-03-16","XMK498"
"US001",509,"2021-03-26","DGK226"
"US001",510,"2021-03-02","QLZ660"
"US001",511,"2021-03-08","PDU980"
"US001",512,"2021-03-16","HVS330"
"US001",513,"2021-03-09","ZQY452"
"US001",514,"2021-03-28","EWV255"
"US001",515,"2021-03-05","GZP816"
"US001",516,"2021-03-24","RNQ109"
"US001",517,"2021-03-10","UWL054"
"US001",518,"2021-03-10","ZEL978"
"US001",519,"2021-03-16","BFO059"
"US001",520,"2021-03-20","DJC686"
"US001",521,"2021-03-16","BZV423"
"US001",522,"2021-03-17","GHP926"
"US001",523,"2021-03-21","VXZ032"
"US001",524,"2021-03-28","VED968"
"US001",525,"2021-03-20","GXV464"
"US001",526,"2021-03-29","CAU444"
"US001",527,"2021-03-24","MPF641"
"US001",528,"2021-03-29","PZN730"
"US001",529,"2021-03-04","FXC619"
"US001",530,"2021-03-01","PHT233"
"US001",531,"2021-03-25","ETU969"
"US001",532,"2021-03-05","OVL020"
"US001",533,"2021-03-10","VCH375"
"US001",534,"2021-03-10","ZEG670"
"US001",535,"2021-03-18","SFJ304"
"US001",536,"2021-03-23","CQX726"
"US001",537,"2021-03-11","NRJ755"
"US001",538,"2021-03-20","DBK789"
"US001",539,"2021-03-10","WOH495"
"US001",540,"2021-03-24","OQR730"
"US001",541,"2021-03-17","HKL006"
"US001",542,"2021-03-01","WMS247"
"US001",543,"2021-03-15","OTZ269"
"US001",544,"2021-03-12","LAL499"
"US001",545,"2021-03-12","QSB662"
"US001",546,"2021-03-22","CSD969"
"US001",547,"2021-03-24","PRY003"
"US001",548,"2021-03-27","UDC547"
"US001",549,"2021-03-19","ZYE172"
"US001",550,"2021-03-05","DVQ458"
"US001",551,"2021-03-02","GCF110"
"US001",552,"2021-03-01","UFQ064"
"US001",553,"2021-03-09","HRP792"
"US001",554,"2021-03-18","OEN488"
"US001",555,"2021-03-15","TJQ099"
"US001",556,"2021-03-22","NMG141"
"US001",557,"2021-03-30","RML644"
"US001",558,"2021-03-04","YAU693"
"US001",559,"2021-03-29","XTB907"
"US001",560,"2021-03-22","UCF612"
"US001",561,"2021-03-18","VIC282"
"US001",562,"2021-03-07","MHM416"
"US001",563,"2021-03-01","TDR020"
"US001",564,"2021-03-14","EHP723"
"US001",565,"2021-03-25","JWD609"
"US001",566,"2021-03-26","KAA186"
"US001",567,"2021-03-14","LRC547"
"US001",568,"2021-03-20","DBF338"
"US001",569,"2021-03-19","FGI583"
"US001",570,"2021-03-23","VBH963"
"US001",571,"2021-03-23","IHR253"
"US001",572,"2021-03-21","VXM487"
"US001",573,"2021-03-21","GZR052"
"US001",574,"2021-03-16","VSR323"
"US001",575,"2021-03-28","SNT835"
"US001",576,"2021-03-30","SNV143"
"US001",577,"2021-03-27","XGX029"
"US001",578,"2021-03-13","MWU550"
"US001",579,"2021-03-16","CVG745"
"US001",580,"2021-03-13","RLK052"
"US001",581,"2021-03-22","QTK114"
"US001",582,"2021-03-28","PEM391"
"US001",583,"2021-03-24","SCQ716"
"US001",584,"2021-03-07","MQN140"
"US001",585,"2021-03-29","JNP638"
"US001",586,"2021-03-10","TCZ206"
"US001",587,"2021-03-15","EPI658"
"US001",588,"2021-03-27","NEM296"
"US001",589,"2021-03-25","KNJ722"
"US001",590,"2021-03-03","NLZ296"
"US001",591,"2021-03-10","JHF887"
"US001",592,"2021-03-27","MVT051"
"US001",593,"2021-03-01","GDD443"
"US001",594,"2021-03-23","LNR997"
"US001",595,"2021-03-25","LNA998"
"US001",596,"2021-03-14","QQS449"
"US001",597,"2021-03-19","FXH531"
"US001",598,"2021-03-10","UQV539"
"US001",599,"2021-03-21","AVM628"
"US001",600,"2021-03-25","VZQ804"
"US001",601,"2021-03-16","LDS871"
"US001",602,"2021-03-30","DDB666"
"US001",603,"2021-03-10","ALG265"
"US001",604,"2021-03-05","VAI584"
"US001",605,"2021-03-06","TFO526"
"US001",606,"2021-03-16","FFS377"
"US001",607,"2021-03-23","SIN724"
"US001",608,"2021-03-18","KUH566"
"US001",609,"2021-03-29","FMX028"
"US001",610,"2021-03-16","IIU122"
"US001",611,"2021-03-11","QBW138"
"US001",612,"2021-03-18","FWA077"
"US001",613,"2021-03-05","TGD734"
"US001",614,"2021-03-14","MXF152"
"US001",615,"2021-03-19","UAI862"
"US001",616,"2021-03-18","KIZ475"
"US001",617,"2021-03-26","JCS153"
"US001",618,"2021-03-02","UXN695"
"US001",619,"2021-03-03","IJJ033"
"US001",620,"2021-03-24","HET551"
"US001",621,"2021-03-08","YIF996"
"US001",622,"2021-03-09","EWQ296"
"US001",623,"2021-03-27","ZKE592"
"US001",624,"2021-03-03","IQA825"
"US001",625,"2021-03-26","QHL155"
"US001",626,"2021-03-03","DCE074"
"US001",627,"2021-03-22","AVB477"
"US001",628,"2021-03-01","MMO143"
"US001",629,"2021-03-11","UIR855"
"US001",630,"2021-03-24","WUA404"
"US001",631,"2021-03-14","NST791"
"US001",632,"2021-03-03","WKJ359"
"US001",633,"2021-03-13","SMN174"
"US001",634,"2021-03-23","VAC372"
"US001",635,"2021-03-16","QNA589"
"US001",636,"2021-03-02","KMK657"
"US001",637,"2021-03-04","YHQ048"
"US001",638,"2021-03-27","YFG633"
"US001",639,"2021-03-04","CLA432"
"US001",640,"2021-03-08","AAK124"
"US001",641,"2021-03-20","UVO342"
"US001",642,"2021-03-21","JPQ503"
"US001",643,"2021-03-27","KSK916"
"US001",644,"2021-03-04","XIP930"
"US001",645,"2021-03-23","BLP654"
"US001",646,"2021-03-29","FVC224"
"US001",647,"2021-03-05","DKQ106"
"US001",648,"2021-03-10","CSN010"
"US001",649,"2021-03-23","ZTV507"
"US001",650,"2021-03-30","JER225"
"US001",651,"2021-03-15","FRE614"
"US001",652,"2021-03-05","YVP139"
"US001",653,"2021-03-06","ZDA525"
"US001",654,"2021-03-20","GYV471"
"US001",655,"2021-03-06","SPI365"
"US001",656,"2021-03-14","JIB634"
"US001",657,"2021-03-26","LAM167"
"US001",658,"2021-03-06","PMC249"
"US001",659,"2021-03-03","KMI503"
"US001",660,"2021-03-20","VMI438"
"US001",661,"2021-03-07","BAO583"
"US001",662,"2021-03-02","VEX550"
"US001",663,"2021-03-18","FRN752"
"US001",664,"2021-03-04","MTS053"
"US001",665,"2021-03-22","UIJ007"
"US001",666,"2021-03-13","SAR646"
"US001",667,"2021-03-24","BMT026"
"US001",668,"2021-03-03","PPM505"
"US001",669,"2021-03-09","JZC050"
"US001",670,"2021-03-02","IHX402"
"US001",671,"2021-03-19","WLF711"
"US001",672,"2021-03-19","NKC189"
"US001",673,"2021-03-04","KWZ693"
"US001",674,"2021-03-24","FQY093"
"US001",675,"2021-03-13","DEA615"
"US001",676,"2021-03-29","UUM755"
"US001",677,"2021-03-20","KYW976"
"US001",678,"2021-03-05","IRS113"
"US001",679,"2021-03-01","TLT379"
"US001",680,"2021-03-14","LXL073"
"US001",681,"2021-03-03","CJP521"
"US001",682,"2021-03-11","UJQ338"
"US001",683,"2021-03-22","ZKS689"
"US001",684,"2021-03-20","DYQ386"
"US001",685,"2021-03-16","WDR256"
"US001",686,"2021-03-16","ENU269"
"US001",687,"2021-03-12","ESP088"
"US001",688,"2021-03-21","LRP404"
"US001",689,"2021-03-12","PKR612"
"US001",690,"2021-03-30","KQR841"
"US001",691,"2021-03-02","HBL532"
"US001",692,"2021-03-05","XHY744"
"US001",693,"2021-03-23","KOM722"
